Q31	Бельгия
Q3764285	Джильдо Боччи
Q3771952	Глен МакДона
Q3815169	VP9
Q3815531	Алемани, Джозеф Сэдок
Q3819856	Последний охотник
Q3900087	Перри Бенсон
Q3919641	iOS 5
Q3944988	Дабус
Q4033880	Amazon SQS
Q4048220	Revolution Analytics
Q4051236	The Pinker Tones
Q4081184	Бейзер, Майя
Q79	Египет
Q4133319	Ганн, Джанет
Q4146078	Горы Лазарева
Q4186875	Запорожец за Дунаем
Q4197042	Ивашкин, Александр Васильевич
Q4207988	Lippo Group
Q4224666	Книга Царей
Q4227174	Койвусало, Тимо
Q4243075	Крэмер, Эрик
Q4263884	Литл-Бэр
Q4283840	президент Армении
Q4295488	Мир фантастики
Q4345530	Северная Италия
Q4360385	Петрак, Франц
Q4395105	Робертс, Коки
Q4469971	Уик, Денис
Q4483327	Феттинг, Эдмунд
Q4496589	Хатчинсон, Чед
Q4531651	Эмин, Геворг
Q4610556	модель
Q4625944	Альдиты
Q4777256	Энтони Томас
Q4781242	Thunderbolt Display
Q4803535	Mario
Q4831844	Тефтели
Q4868296	шрифт
Q4884009	Логан, Беллина
Q4917406	Бишопс-Клиф
Q4922841	Чайбанча, Мит
Q4964182	философ
Q4964881	Брайан Ниссен
Q5042977	Карлтон коммюникейшнз
Q5063092	CenturyLink
Q5109064	Крайстчерчский городской совет
Q5130724	Завершить историю
Q5169221	Авторское право в Канаде
Q5228134	село Даван
Q5236967	Дэвид Томпсон
Q5237377	Дэвид Макилрайт
Q5239741	Шифрин, Дэвид
Q5252683	Международный кинофестиваль в Мельбурне
Q5252786	Деке Ричардс
Q5256775	президент Республики Казахстан
Q5261065	заместитель премьер-министра Австралии
Q5289230	Dollar Tree
Q5294275	Мечеть Саййиды Зайнаб
Q5431069	Фаизал Хан
Q5437342	Шпик
Q5449541	министр финансов Дании
Q5490903	Фрэнки Альберт
Q5492362	Робинс, Франс Хуберт Эдуард Артур Вальтер
Q5585391	Гордон Кан
Q5589335	Правительство Виктории
Q5607897	Канал связи в электронной сети
Q5758886	Лёгкий пехотный полк горцев
Q5902902	Хорбёри
Q6170032	Майк Шварц
Q6172986	Джит Гангули
Q6198854	Джим Вейдер
Q6202728	Джинпачи Незу
Q6210609	Джо Кэпп
Q6227523	Джон Крэвен
Q6273074	Западная Джерси
Q6317024	министр юстиции Дании
Q6375783	Силвертон, Кейт
Q6508935	Lync
Q6586871	Звёздные войны. Трилогия сиквелов
Q6661267	Лландиби
Q6743544	Лодхи, Малиха
Q6770277	Марк Уайсс
Q6859054	MillerCoors
Q6966381	Нарсинг Ядав
Q7032456	Найджел Хичкок
Q7047993	Nokia Lumia 520
Q7099650	Оранжевый — хит сезона
Q7124737	Призыв
Q7234128	Постколониальный феминизм
Q7248527	Прогресс-М
Q7251597	протестантская Библия
Q7260481	глава барангая
Q7292188	Фёрби, Рэнди
Q7303998	Варны
Q7398854	Сафван ибн Умайя
Q7426204	Sati Sulochana
Q7426870	Наделла, Сатья
Q7688294	Тацуми Кимисима
Q7809909	Река по имени Титаш
Q7818413	Камуселла, Томаш
Q7855290	Турецкая военная академия
Q8013505	Уильям Дженни
Q9302011	Законодательный совет штата Виктория
Q10327026	Марвин Митчелл
Q6625963	романист
Q10988986	Промысел
Q11306265	Шум (электроника)
Q12015831	Боровский район
Q12062872	мм
Q12969145	президент Аргентины
Q13178054	Костансо, Марк
Q13218302	Nissan 300ZX
Q13218595	Nokia Asha 501
Q13360264	пирог
Q13474862	Эммет, Лидия
Q13526082	премьер Квинсленда
Q13733263	Internet Explorer 11
Q14253532	Chromecast
Q14650387	Карпентер
Q14770547	крахмальная патока
Q14784066	президент Кении
Q15263356	Франс Циммер
Q15408538	Колдовская история
Q15516663	Джефф Фагер
Q15628820	Русская мысль
Q15689802	Эспрессо TV
Q15918345	Пальты
Q15940106	CarPlay
Q15956143	TSS/360
Q15956708	Кремниевая долина
Q15990773	Дипломатия
Q16150196	Донецкая Народная Республика
Q16221677	Камаси Вашингтон
Q16256567	Морской туман
Q16438247	Уэйдвиц, Эдрианн
Q16468818	Оставленные (телесериал)
Q16526117	Изас, Алис
Q16724346	Sorry I’m Late
Q16927616	Google Brain
Q17512080	Android Runtime
Q17765809	Третья греческая республика
Q18031572	Samsung Gear VR
Q18152910	Никки, Рикки, Дикки и Дон
Q18206631	Исламское государство Ирак
Q18328086	Макс и Шред
Q18336315	Иан
Q18353760	Toyota Mirai
Q19668675	Крис Девис
Q22	Шотландия
Q32	Люксембург
Q40	Австрия
Q46	Европа
Q52	Википедия
Q65	Лос-Анджелес
Q76	Барак Обама
Q78	Базель
Q85	Каир
Q111	Марс
Q117	Гана
Q150	французский язык
Q219	Болгария
Q230	Грузия
Q239	Брюссель
Q243	Эйфелева башня
Q289	телевидение
Q338	космология
Q350	Кембридж
Q365	Кёльн
Q420	биология
Q423	КНДР
Q457	Пуасси
Q461	Архив Интернета
Q503	банан
Q517	Наполеон I
Q529	Луи Пастер
Q543	цензура
Q557	Патти Смит
Q563	Брижитт Фонтэн
Q582	Вийёрбан
Q652	итальянский язык
Q658	натрий
Q708	свинец
Q711	Монголия
Q730	Суринам
Q733	Парагвай
Q756	растения
Q759	Нью-Гэмпшир
Q782	Гавайи
Q790	Республика Гаити
Q794	Иран
Q829	Юта
Q833	Малайзия
Q834	Вале
Q846	Катар
Q884	Республика Корея
Q958	Южный Судан
Q965	Буркина-Фасо
Q971	Республика Конго
Q980	Бавария
Q986	Эритрея
Q1019	Мадагаскар
Q1028	Марокко
Q1030	Намибия
Q1047	Джавахарлал Неру
Q1050	Свазиленд
Q1085	Прага
Q1090	серебро
Q1096	олово
Q1137	Лотарингия
Q1158	Международная ассоциация легкоатлетических федераций
Q1188	Мадхья-Прадеш
Q1191	Махараштра
Q1199	Гессен
Q1200	Рейнланд-Пфальц
Q1206	Саксония-Анхальт
Q1218	Иерусалим
Q1286	Альпы
Q1352	Ченнаи
Q1391	Мэриленд
Q1438	Кампания
Q1454	Северная Каролина
Q1460	Сицилия
Q1462	Сардиния
Q1509	Теннесси
Q1519	Абу-Даби
Q1523	Рамсес II
Q1558	Канзас
Q1566	табак
Q1761	Дублин
Q1768	Элла Фицджеральд
Q1963	Хартум
Q1974	Британская Колумбия
Q2044	Флоренция
Q2306	Pink Floyd
Q2409	соляная кислота
Q2449	Могадишо
Q2643	Джордж Харрисон
Q2743	мюзикл
Q2811	подводная лодка
Q2831	Майкл Джексон
Q2868	Лима
Q2907	Сукре
Q2977	собор
Q3041	магнитосфера Юпитера
Q3200	Зальцгиттер
Q3306	Панама
Q3348	3-й округ Лиона
Q3428	Бунгсберг
Q3519	Бари
Q3542	Нигер
Q3572	Тунис
Q3579	Триполи
Q3711	Белград
Q3724	Западная Ява
Q3783	Амазонка
Q3840	Фельберт
Q3859	Кигали
Q3861	Доха
Q3911	Альберт II
Q3921	Хараре
Q3960	Австралия
Q4213	телескоп
Q4295	Пьер Абеляр
Q4864	Касперский, Евгений Валентинович
Q5046	Windows 8
Q5090	рис
Q5207	Ставропольский край
Q5284	Билл Гейтс
Q5294	DVD
Q5432	Франсиско Гойя
Q5444	Пьетро Меннеа
Q5446	Марий Эл
Q5505	Виктория
Q5638	автобус
Q5669	Сандро Боттичелли
Q5720	Валенсия
Q5764	Бухара
Q5785	острова Кайман
Q5806	Мекка
Q5830	Airbus A380
Q5838	Кабул
Q5885	тамильский язык
Q5950	Джеймс Браун
Q6023	Лапуа
Q6084	Морская полиция: Лос-Анджелес
Q6142	Потсдам-Миттельмарк
Q6171	Вимпели
Q6425	Boeing 777
Q6484	Airbus A350
Q7060	Онфре, Мишель
Q7094	биохимия
Q7159	Африканский союз
Q7170	Гай Саллюстий Крисп
Q7314	Игорь Фёдорович Стравинский
Q7405	Суй
Q7779	Содружество Независимых Государств
Q7817	Всемирная организация здравоохранения
Q7850	китайский язык
Q7868	клетка
Q7944	землетрясение
Q7953	Дзэн
Q8018	Аврелий Августин
Q8066	аминокислота
Q8108	грузинский язык
Q8168	Печора
Q8197	Западная Двина
Q8216	греческий алфавит
Q8223	Биберах
Q8274	манга
Q8355	скрипка
Q8415	Летние Олимпийские игры 1960
Q8447	французская Википедия
Q8474	Сулейман I
Q8544	Летние Олимпийские игры 2000
Q8556	Дейкстра, Эдсгер Вибе
Q8619	Пьер Эллиот Трюдо
Q8684	Сеул
Q8686	Шанхай
Q8748	албанский язык
Q8772	Фурье, Жан-Батист Жозеф
Q8982	Лондон-Сити
Q9022	Гвадалахара
Q9049	Ноам Хомский
Q9072	эстонский язык
Q9158	электронная почта
Q9166	мальтийский язык
Q9186	кантонский диалект
Q9205	кхмерский язык
Q9217	тайский язык
Q9292	азербайджанский язык
Q9296	македонский язык
Q9381	Адам Смит
Q9532	ILife
Q9546	Абу Хамид аль-Газали
Q9559	Мейджор, Джон
Q9587	Final Cut Pro
Q9610	бенгальский язык
Q9674	Зимние Олимпийские игры 2010
Q10287	Мануэль Вальс
Q10294	бедность
Q10387	геронтология
Q10510	Дженсон Баттон
Q10808	А40
Q10821	А52
Q10826	А60
Q11036	The Rolling Stones
Q11148	Гардиан
Q11190	медицина
Q11226	Windows Server 2008 R2
Q11304	Ла-Эскала
Q11364	гормоны
Q11462	Сурабая
Q11483	Анита Борг
Q11703	Американские Виргинские острова
Q11764	железный век
Q11935	Локарно
Q11959	Аликанте
Q12020	Google News
Q12172	Базель-Штадт
Q12184	пандемия
Q12191	Нант
Q12192	пневмония
Q12199	синдром приобретённого иммунного дефицита
Q12397	Metroid
Q12722	Верхний Рейн
Q12753	Сена и Марна
Q12793	Осона
Q12965	Мира
Q13116	Бенилюкс
Q13171	A Thousand Suns
Q13413	Фрозиноне
Q13498	Таранто
Q13632	планетарная туманность
Q13662	Бикольский Регион
Q13712	Тибр
Q13751	Билиран
Q13786	Себу
Q13810	Гимарас
Q13979	Saturday Night Live
Q14452	Остров Пасхи
Q14659	герб
Q14686	Финский залив
Q15028	Международная организация по стандартизации
Q15123	Неаполь
Q15144	Массачусетский университет
Q15253	Дмитрий Юрьевич Пучков
