Q31	Belgique
Q3309450	Michel Denisot
Q3312427	La Voz de Galicia
Q3315114	Ministre de la Défense nationale
Q3321142	Clara Campoamor
Q3321842	mont Fridtjof Nansen
Q3325447	Moufdi Zakaria
Q3326175	Mick Aston
Q3336905	National Journal
Q3339682	Nicholas Vreeland
Q3347844	Oak Street Beach
Q3348646	Abul Hasan Ali Hasani Nadwi
Q3350636	Le Citoyen
Q3351313	Olivier Rabourdin
Q3356874	Oréstis Láskos
Q3365497	La Pierre blanche
Q3389734	Place Bonaventure
Q3392704	Plus grandir
Q3394324	Rosendo Salvado
Q3401519	2e division d'infanterie
Q3401919	Nantmor
Q3402372	Dunragit
Q3408373	province de Kibungo
Q3409203	président de la Grèce
Q3409778	juge en chef de la cour suprême des Philippines
Q3412135	Pêcheur d'Islande
Q3429912	Narasannapeta
Q3432010	Heidi Baker
Q3433821	rivière Shubénacadie
Q3435150	Robert Frasure
Q3435493	Sava Mrkalj
Q3435720	Robert Lecourt
Q3435764	Robert Linssen
Q3438909	Roger Duchesne
Q3453781	Ryan Foltz
Q3460374	Sa`d ad-Dawla
Q3461215	Saeed Akhtar Mirza
Q3471209	Samuel Preston
Q3473399	Thuppakki
Q3485383	Site National d'Holmenkollen
Q3487310	Sky Movies Disney
Q3489918	Sommet de l'OTAN Istanbul 2004
Q3494768	Square Pegs
Q3497220	Stars Earn Stripes
Q3500517	Il trionfo di Clelia
Q3502288	aéroport de Wabush
Q3517167	Tehran TV
Q3521078	The Good Heart
Q3521531	S. S. Rajamouli
Q3522472	The Religious Tract Society
Q3522507	The Rick Mercer Report
Q3541617	Tsubaki Ōkami-yashiro
Q3542647	Tyabb
Q3546506	Ryan Mallett
Q3550143	Union des forces progressistes
Q3559829	Vincent Rottiers
Q3561559	Vivian Harris
Q3564675	WGBH
Q3567486	Western Block Party
Q3568428	William Behnes
Q3570793	Xavier Saint-Macary
Q3572342	Yo Momma
Q3586892	élections fédérales australiennes de 1951
Q3595191	Abhirami
Q3607331	Akihiko Saito
Q3617126	Angelo Orlando
Q3657264	Dominicus Custos
Q3658359	Regina Cœli (prison)
Q3666112	Chandler Harnish
Q3679163	Class Editori
Q3683015	Collette McCallum
Q3694899	Ahmad Nadeem Qasmi
Q3696225	Muhammad Qasim Nanotvi
Q3704486	December Bride
Q3704965	Rolf Thommessen
Q3705468	Denise Robins
Q3714605	Doug Paisley
Q3733483	Estonian Shipping Company
Q3743016	Ferrante Pallavicino
Q3743393	The Paris Sisters
Q3746632	Flo
Q3749141	Four Star Playhouse
Q3764285	Gildo Bocci
Q3771952	Glen MacDonough
Q3777469	Paul Kehoe
Q3791651	John Morris, Baron Morris of Borth-y-Gest
Q3807777	Jeff Coffin
Q3815169	VP9
Q3815531	Josep Sadoc Alemany i Conill
Q3815754	Kjell Olofsson
Q3819856	Héros d'apocalypse
Q3824693	La Trêve
Q3828081	Lavonte David
Q3831968	liceo scientifico
Q3832196	Lifemask
Q3855891	Mezzogiorno sulle Alpi
Q3857260	Miguel Duhamel
Q3859076	Miss Wales
Q3876879	Nikki Giovanni
Q3899371	Pepeu Gomes
Q3900087	Perry Benson
Q3932293	James Henry Mapleson
Q3973852	Stop Me
Q3985681	The Aquanauts
Q4048220	Revolution Analytics
Q4051236	The Pinker Tones
Q4081184	Maya Beiser
Q79	Égypte
Q4133319	Janet Gunn
Q4186875	Zaporozhets za Dunayem
Q4197042	Alexander Ivashkin
Q4207988	Lippo Group
Q4224666	livres des Rois
Q4227174	Timo Koivusalo
Q4243075	Erik Kramer
Q4283840	président de la République d'Arménie
Q4345530	Italie du Nord
Q4347440	The Wildhearts
Q4360385	Franz Petrak
Q4395105	Cokie Roberts
Q4469971	Denis Wick
Q4483327	Edmund Fetting
Q4496589	Chad Hutchinson
Q4502820	Gortin
Q4531651	Georges Emin
Q4532169	Since I Lost My Baby
Q4573324	Kroumata
Q4592336	Frode Fjellheim
Q4610556	mannequin
Q4625944	Sucre-alcool
Q4635106	32nd Regiment Royal Artillery
Q4647426	Adam Sullivan
Q4667714	Abigail Sin
Q4676851	Passer à l'acte
Q4680814	Adare Manor
Q4681702	Adelaide Crapsey
Q4681715	Festival du film d'Adélaïde
Q4684362	Adolph John Paschang
Q4685181	Adrian Lewis Morgan
Q4703729	Al Dekdebrun
Q4704926	BBC News Online
Q4718776	Alexander Duncan McRae
Q4727067	Alison Faith Levy
Q4730786	Allan Little
Q4739377	Amalgamated Wireless
Q4755097	Andrea Ghidone
Q4756953	Andrew Findon
Q4757096	Andrew Gilligan
Q4764987	suicide animal
Q4775923	Anton Nel
Q4777256	Antony Thomas
Q4781242	Apple Thunderbolt Display
Q4784347	Arash Markazi
Q4792892	Zeke Bratkowski
Q4793427	Armida abbandonata
Q4794148	Muthulakshmi Reddi
Q4795059	Arnold Goodman Goodman
Q4798366	Arthur Creech Jones
Q4803130	Asa Lees
Q4803535	Mario
Q4805770	Ashok Mitra
Q4818318	Attic Lights
Q4829796	Awang Hassan
Q4831844	boulette de viande
Q4834844	BBC Manchester
Q4834855	BBC Music
Q4834938	BBC
Q4841476	Bagatelle
Q4842324	Bahamas
Q4848822	Bajaj Electricals
Q4868296	fonte de caractères
Q4884009	Bellina Logan
Q4884594	hôtel Ambos Mundos
Q4887254	Benedict Calvert
Q4901094	Bharat Agnihotri
Q4917406	Bishop's Cleeve
Q4922841	Mitr Chaibancha
Q4927898	soupe de sang
Q4932479	Bob Fuller
Q4933931	Bob Shacochis
Q4963401	Brian Coleman
Q4964182	philosophe
Q4964881	Brian Nissen
Q4971159	British Transport Hotels
Q4971596	Brittany Haas
Q4975671	Brothers Past
Q5017743	Cairo American College
Q5040135	Carl Finch
Q5042977	Carlton Communications
Q5045445	Carolyn Quinn
Q5054396	Caudill Rowlett Scott
Q5063092	CenturyLink
Q5072562	Chanoch Dov Padwa
Q5090292	ChemAxon
Q5105843	Chris Batchelor
Q5120415	Cinder Road
Q5130724	Clear History
Q5131786	Festival international du film d'animation d'Ottawa
Q5141309	Cohasset High School
Q5181992	Crane & Co.
Q5188071	Crosley Broadcasting Corporation
Q5188592	Crossfire
Q5194885	Curly Fox
Q5208397	Dag Arnesen
Q5212814	Damon Che
Q5213139	Dan Bejar
Q5218755	Daniel Showalter
Q5229624	Dave Ragone
Q5229676	Dave Ridgway
Q5235054	Shining Blade
Q5236967	David M. Thompson
Q5237377	David McIlwraith
Q5239741	David Shifrin
Q5252683	Festival international du film de Melbourne
Q5252786	Deke Richards
Q5256775	président de la République du Kazakhstan
Q5257826	Rizal Nurdin
Q5258916	Dennis Rowland
Q5261065	Vice-premier ministre d'Australie
Q5264910	Balige
Q5289230	Dollar Tree
Q5294275	mosquée de Sayyidah Zaynab
Q5306523	Dream with Me
Q5306773	Classe R
Q5313956	îles Dumoulin
Q5321644	E.ON Sverige
Q5322866	EDP Renewables North America
Q5332734	Echo Orbiter
Q5338911	Edmond S. Meany
Q5342987	Edward Francis Hoban
Q5353724	Elbert Tuttle
Q5359994	Elgie Stover
Q5374148	Empire State Plaza
Q5386911	Eric Kresser
Q5396042	Ervin Marton
Q5431069	Faisal Khan
Q5433479	Famous Players Film Company
Q5435127	Fargodome
Q5437342	lard
Q5442323	Felix Salmon
Q5449541	Ministre des finances du Danemark
Q5455320	Fist City
Q5478199	Fran Unsworth
Q5482271	Francis Redwood
Q5482837	Francis Wong
Q5487562	Johnny Panic
Q5488181	Frank Markham
Q5490903	Frankie Albert
Q5492362	Frans Hubert Edouard Arthur Walter Robyns
Q5528889	Gayngs
Q5533939	Geo Metro
Q5534740	Geoffrey Lehmann
Q5562584	Gilroy High School
Q5585391	Gordon Kahn
Q5589335	gouvernement du Victoria
Q5593636	Gramercy Park Hotel
Q5628993	HAVELSAN
Q5635863	HSBC Bank Malta
Q5679271	Hasland
Q5690359	HealthCap
Q5719311	Henry Chaplin
Q5729702	Henry W. Moore
Q5758886	Highland Light Infantry
Q5902902	Horbury
Q5911551	Hotel Green
Q5924232	Hsieh Cheng-peng
Q5966343	I'm Gonna Make You Love Me
Q5985106	Icarus Witch
Q6039003	Institut Polaire
Q6063028	Ion Cristoiu
Q6074332	Irvine High School
Q6088571	Istanbul Agop Cymbals
Q6099459	Ivor McMahon
Q6105857	John Gwyn Griffiths
Q6132903	James Duhig
Q6135586	James Harman
Q6137748	James Landale
Q6147636	Jamie Winborn
Q6167450	Jayabharathi
Q6170032	Mike Schwartz
Q6172986	Jeet Ganguly
Q6174882	Jeff Rutledge
Q6175190	Jeff Ulbrich
Q6198854	Jim Weider
Q6202728	Jinpachi Nezu
Q6205897	Joanna Lohman
Q6210609	Joe Kapp
Q6217717	John A. Hanna
Q6226301	John Clayton Allen
Q6227523	John Craven
Q6234137	John Frederick Maurice
Q6265285	John Zachman
Q6266515	Johnny Costa
Q6273665	Jonathan Legard
Q6284503	Joseph Kalichstein
Q6286978	Joseph Shivers
Q6306749	Julia Somerville
Q6317024	ministre de la Justice du Danemark
Q6350191	Kalairani
Q6354410	Kalraj Mishra
Q6375783	Kate Silverton
Q6387177	Kemsley
Q6389466	Kenmore Appliances
Q6396084	Kevin Craft
Q6397963	Kewpee
Q6416936	Kiss It Goodbye
Q6425632	Koerner, Ray & Glover
Q6437529	Krishnam Raju
Q6438483	Kristy Sargeant
Q6450882	Kye Palmer
Q6452175	culée
Q6473673	Lai Teck
Q6508935	Lync
Q6513648	Maria Kannegaard
Q6519526	Leigh Ashford
Q6524309	Leo Villareal
Q6526293	Leonhard Christian Borchgrevink Holmboe
Q6531032	Leslie Moonves
Q6586871	troisième trilogie de Star Wars
Q6660311	Liz Story
Q6661267	Llandybie
Q6675236	Lookin' Out My Back Door
Q6698032	Lucky Stores
Q6715094	MC Trouble
Q6743544	Maliha Lodhi
Q6747976	Mander Brothers
Q6748318	Mandy Rain
Q6754502	Mara Liasson
Q6762792	Marie Charette-Poulin
Q6765585	Marisa Robles
Q6767475	Mark Easton
Q6770135	Mark Van Hoen
Q6770277	Mark Weiss
Q6775090	Martin Burrell
Q6775931	Martin Kuhl
Q6787095	Mathias Clement Lenihan
Q6787989	Matson Navigation
Q6788701	Matt Glaser
Q6805332	Medgar Evers College
Q6828375	Michael Bakewell
Q6838177	Mick Flannery
Q6842837	Midnight Youth
Q6858519	Millard Powers
Q6859054	MillerCoors
Q6898776	Mondo Rock
Q6907307	Mookencheril Cherian Joseph
Q6927578	Moya Henderson
Q6955093	NQ Arbuckle
Q6966381	Narsing Yadav
Q6969050	Tuxera
Q7027780	Nick Raphael
Q7032278	Nigel Butterley
Q7032456	Nigel Hitchcock
Q7047993	Nokia Lumia 520
Q7080745	Procureur général de l'Ohio
Q7085892	Ole Mathisen
Q7099650	Orange Is the New Black
Q7121434	Paanch
Q7128995	Pam Sawyer
Q7130324	Panchi
Q7147847	Patrick William Riordan
Q7148784	Patuxent Wildlife Research Center
Q7150271	Paul Dickenson
Q7154414	Paul Wilson
Q7158372	Pearson Yachts
Q7175745	Peter McCardle
Q7183552	Philip Francis Fowke
Q7192113	Pierre Camille Cartier
Q7204556	Plenty, Plenty Soul
Q7229724	Popular Prakashan
Q7230656	Port Griffith
Q7246501	Priyanandanan
Q7251597	bible protestante
Q7256208	Psychedelic Shack
Q7288562	Ram Rajya
Q7292188	Randy Ferbey
Q7292385	Randy Raine-Reusch
Q7292940	Ranheim Papirfabrikk
Q7310681	Relangi Venkata Ramaiah
Q7319882	Rezonance Q
Q7341451	Robert Allan Ltd.
Q7345768	Robert I. Soare
Q7348850	Robert Peston
Q7353506	Windigo Lake
Q7357398	Rodrigo Prats
Q7359179	lac Tobin
Q7368827	Roshanara Begum
Q7373396	Roy Sproson
Q7382773	Courant glaciaire Rutford
Q7391503	SM Prime Holdings
Q7392671	spss
Q7396333	Sabrang Communications
Q7426870	Satya Nadella
Q7442079	conseil municipal de Seattle
Q7456547	Seth Maness
Q7462919	Shakib Khan
Q7487992	Shane Boyd
Q7492197	Shearing Pinx
Q7517300	Sima Bina
Q7529726	William Pearce
Q7546779	Smyths
Q7562509	Sony Pictures Entertainment Japan
Q7565119	Source Cable
Q7576188	Spencer Stuart
Q7601535	Starclub
Q7609931	Stephen Mayne
Q7613326	Steve McEwan
Q7614850	Steven Izenour
Q7636956	Sumanth
Q7638198	Sun Beibei
Q7653613	Swann Memorial Fountain
Q7669687	TCF Bank
Q7670188	TGV Cinemas
Q7677692	Take Me Higher
Q7683304	Tanikella Bharani
Q7686185	Tariq Saleh
Q7688294	Tatsumi Kimishima
Q7718932	The Boat People
Q7720589	The Bullitts
Q7722003	The Chalets
Q7731230	The Dunwells
Q7744419	The Kinetiks
Q7748832	The Loudest Engine
Q7761501	The Root
Q7768083	La Trilogie des périls
Q7781444	Theo Dorgan
Q7782829	Therefore I Am
Q7785048	Troisième camp
Q7786235	This Providence
Q7804740	Timble
Q7818413	Tomasz Kamusella
Q7819313	Tommy Cogbill
Q7820419	Tomy Drissi
Q7821495	Toninho Horta
Q7827075	Torresdale
Q7834896	Transport Scotland
Q7839610	Trey Moore
Q7840317	Tribal Seeds
Q7855290	Académie militaire turque
Q7864598	UFX
Q7899222	Uprok
Q7906595	VBS.tv
Q7910950	Valentine Chin
Q7914644	Vanessa Freebairn-Smith
Q7923144	Vesa Vierikko
Q7926687	Victoria Derbyshire
Q7933451	Viper Comics
Q7934899	Virt Records
Q7941914	Vortex Comics
Q7942030	Vosper & Company
Q7976828	Waynesville School District
Q8010270	William Gummow
Q8010867	William Hardy Wilson
Q8013505	William Janney
Q8021676	Willie McFaul
Q8046876	Yahoo! Tech
Q8062173	Yuvraj Hans
Q8063821	Zach Mettenberger
Q8064760	Zai Bennett
Q8068538	Zehra Sheerazi
Q9302011	Conseil législatif du Victoria
Q10327026	Marvin Mitchell
Q6625963	romancier
Q10988986	arts textiles
Q11222236	Harashima
Q11306265	bruit de mesure
Q11310921	Joe Pisarcik
Q11348944	Rusney Castillo
Q11819772	Ryu Hyun-kyung
Q11980653	Kim Myhr
Q12062872	Crown The Empire
Q12161283	Blennerville
Q12324188	Leif Sylvester Petersen
Q12344256	Zoot Sims
Q12348830	Henry Burris
Q12965224	Jef Gaitan
Q12969145	Président de l'Argentine
Q13129672	Llanrhychwyn
Q13140687	Ike Ekweremadu
Q13178054	Marc Costanzo
Q13218302	Nissan 300ZX
Q13218595	Nokia Asha 501
Q13360264	tourte
Q13407650	James Pugliese
Q13474862	Lydia Field Emmet
Q13526082	Premier ministre du Queensland
Q13529475	RioCan Real Estate Investment Trust
Q13559828	cellule sèche
Q13580430	Kevin Siegrist
Q13733263	Internet Explorer 11
Q14106517	Jagwar Ma
Q14253532	Chromecast
Q14503639	Trend Records
Q14552548	Mince pie
Q14650387	Carpenter
Q14770547	sirop de glucose
Q14784066	Président du Kenya
Q14942889	allmennaksjeselskap
Q14946733	Nina Easton
Q14951001	Ryan Shazier
Q14956932	Redland Bay
Q15020889	Gouvernement Solberg
Q15042660	aksjeselskap
Q15110599	Procureur général du Nevada
Q15217604	Seacouver
Q15263356	Alle Farben
Q15408538	Every Witch Way
Q15490298	Michael Kimball
Q15512181	Thomas Langdon Grace
Q15516663	Jeff Fager
Q15689802	Espreso TV
Q15924973	If You Wait
Q15940106	CarPlay
Q15956143	TSS/360
Q15956708	Silicon Valley
Q15990773	Diplomatie
Q16018841	Jonathan May
Q16062403	Joe Belfiore
Q16105597	Mike Deasy
Q16145650	Nick Pollard
Q16150196	République populaire de Donetsk
Q16196464	Helen Fospero
Q16217287	Rebecca Foon
Q16221677	Kamasi Washington
Q16231332	Illa J
Q16231415	Eugeneson Lyngdoh
Q16232978	Glen Trifiro
Q16235295	Michael Conforto
Q16244614	Maynard Sonntag
Q16256567	Sea Fog : Les clandestins
Q16259014	Cam-Pact
Q16438247	Adrianne Wadewitz
Q16468818	The Leftovers
Q16526117	Alice Isaaz
Q16634735	Shane Greene
Q16724346	Sorry I'm Late
Q16836347	Atromitos Le Pirée FC
Q16911414	Grantland
Q16927616	Google Brain
Q17006506	loi sur la protection des phares patrimoniaux
Q17008252	James Squire
Q17146476	Plotly
Q17512080	Android Runtime (ART)
Q17679679	New Nintendo 3DS
Q17765809	Troisième République hellénique
Q18031572	Samsung Gear VR
Q18152910	Nicky, Ricky, Dicky & Dawn
Q18206631	État islamique d'Irak
Q18328086	Max & Shred
Q18336315	Ian
Q18353760	Toyota Mirai
Q18428142	Minerva Press
Q18639596	Droit du commerce
Q18720292	Len Tuckey
Q18775796	Zoo de Rotterdam
Q19668675	Kris Davis
Q22	Écosse
Q32	Luxembourg
Q40	Autriche
Q46	Europe
Q52	Wikipédia
Q65	Los Angeles
Q76	Barack Obama
Q78	Bâle
Q85	Le Caire
Q111	Mars
Q117	Ghana
Q150	français
Q219	Bulgarie
Q230	Géorgie
Q239	Bruxelles
Q243	tour Eiffel
Q289	télévision
Q338	cosmologie
Q350	Cambridge
Q365	Cologne
Q420	biologie
Q423	Corée du Nord
Q457	Poissy
Q461	Internet Archive
Q503	banane
Q517	Napoléon Ier
Q529	Louis Pasteur
Q543	censure
Q557	Patti Smith
Q563	Brigitte Fontaine
Q582	Villeurbanne
Q652	italien
Q658	sodium
Q708	plomb
Q711	Mongolie
Q730	Suriname
Q733	Paraguay
Q756	plante
Q759	New Hampshire
Q782	Hawaï
Q790	Haïti
Q794	Iran
Q829	Utah
Q833	Malaisie
Q834	canton du Valais
Q846	Qatar
Q884	Corée du Sud
Q958	Soudan du Sud
Q965	Burkina Faso
Q971	République du Congo
Q980	Bavière
Q986	Érythrée
Q1019	Madagascar
Q1028	Maroc
Q1030	Namibie
Q1047	Jawaharlal Nehru
Q1050	Swaziland
Q1085	Prague
Q1090	argent
Q1096	étain
Q1137	Lorraine
Q1158	Association internationale des fédérations d'athlétisme
Q1188	Madhya Pradesh
Q1191	Maharashtra
Q1199	Hesse
Q1200	Rhénanie-Palatinat
Q1206	Saxe-Anhalt
Q1218	Jérusalem
Q1286	Alpes
Q1352	Chennai
Q1391	Maryland
Q1438	Campanie
Q1454	Caroline du Nord
Q1460	Sicile
Q1462	Sardaigne
Q1509	Tennessee
Q1519	Abou Dabi
Q1523	Ramsès II
Q1558	Kansas
Q1566	tabac
Q1761	Dublin
Q1768	Ella Fitzgerald
Q1963	Khartoum
Q1974	Colombie-Britannique
Q2044	Florence
Q2306	Pink Floyd
Q2409	acide chlorhydrique
Q2449	Mogadiscio
Q2643	George Harrison
Q2743	comédie musicale
Q2811	sous-marin
Q2831	Michael Jackson
Q2868	Lima
Q2907	Sucre
Q2977	cathédrale
Q3041	magnétosphère de Jupiter
Q3200	Salzgitter
Q3306	Panama
Q3348	3e arrondissement de Lyon
Q3428	Bungsberg
Q3519	Bari
Q3542	Niger
Q3572	Tunis
Q3579	Tripoli
Q3711	Belgrade
Q3724	Java occidental
Q3783	Amazone
Q3840	Velbert
Q3859	Kigali
Q3861	Doha
Q3911	Albert II de Belgique
Q3921	Harare
Q3960	continent australien
Q4213	télescope
Q4295	Pierre Abélard
Q4864	Eugène Kaspersky
Q5046	Windows 8
Q5090	riz
Q5207	Stavropol
Q5284	Bill Gates
Q5294	DVD
Q5432	Francisco de Goya
Q5444	Pietro Mennea
Q5446	République des Maris
Q5505	lac Victoria
Q5638	bus
Q5669	Sandro Botticelli
Q5720	communauté valencienne
Q5764	Boukhara
Q5785	îles Caïmans
Q5806	La Mecque
Q5830	Airbus A380
Q5838	Kaboul
Q5885	tamoul
Q5950	James Brown
Q6023	Lapua
Q6084	NCIS : Los Angeles
Q6142	arrondissement de Potsdam-Mittelmark
Q6171	Vimpeli
Q6425	Boeing 777
Q6484	Airbus A350 XWB
Q7060	Michel Onfray
Q7094	biochimie
Q7159	Union africaine
Q7170	Salluste
Q7314	Igor Stravinsky
Q7405	dynastie Sui
Q7779	communauté des États indépendants
Q7817	Organisation mondiale de la santé
Q7850	langues chinoises
Q7868	cellule
Q7944	séisme
Q7953	Zen
Q8018	Augustin d'Hippone
Q8066	acide aminé
Q8108	géorgien
Q8168	Petchora
Q8197	Daugava
Q8216	alphabet grec
Q8223	arrondissement de Biberach
Q8274	manga
Q8355	violon
Q8415	Jeux olympiques d'été de 1960
Q8447	Wikipédia en français
Q8474	Soliman le Magnifique
Q8544	Jeux olympiques d'été de 2000
Q8556	Edsger Dijkstra
Q8619	Pierre Elliott Trudeau
Q8684	Séoul
Q8686	Shanghai
Q8748	albanais
Q8772	Joseph Fourier
Q8982	aéroport de Londres City
Q9022	Guadalajara
Q9049	Noam Chomsky
Q9072	estonien
Q9158	courrier électronique
Q9166	maltais
Q9186	dialecte cantonais
Q9205	khmer
Q9217	thaï
Q9292	azéri
Q9296	macédonien
Q9381	Adam Smith
Q9532	ILife
Q9546	Al-Ghazâlî
Q9559	John Major
Q9587	Final Cut Pro
Q9610	bengali
Q9674	jeux olympiques d'hiver de 2010
Q10287	Manuel Valls
Q10294	pauvreté
Q10387	gérontologie
Q10510	Jenson Button
Q10808	Bundesautobahn 40
Q10821	Bundesautobahn 52
Q10826	Bundesautobahn 60
Q11036	The Rolling Stones
Q11148	The Guardian
Q11190	médecine
Q11226	Windows Server 2008 R2
Q11304	L'Escala
Q11364	hormone
Q11462	Surabaya
Q11483	Anita Borg
Q11703	îles Vierges des États-Unis
Q11764	âge du fer
Q11935	Locarno
Q11959	Alicante
Q12020	Google Actualités
Q12172	Bâle-Ville
Q12184	pandémie
Q12191	Nantes
Q12192	pneumonie
Q12199	syndrome d'immunodéficience acquise
Q12397	Metroid
Q12722	Haut-Rhin
Q12753	Seine-et-Marne
Q12793	Osona
Q12965	Mira
Q13116	Benelux
Q13171	A Thousand Suns
Q13413	Frosinone
Q13498	Tarente
Q13632	nébuleuse planétaire
Q13662	Bicol
Q13712	Tibre
Q13751	province de Biliran
Q13786	Cebu
Q13810	province de Guimaras
Q13979	Saturday Night Live
Q14452	île de Pâques
Q14659	armes
Q14686	golfe de Finlande
Q15028	Organisation internationale de normalisation
Q15123	Province de Naples
Q15144	université du Massachusetts
Q15253	Dmitrij Jurevič Pučkov
Q15284	municipalité
Q15391	Nizamabad
Q15869	Freddie Mercury
Q16227	Province de Palerme
Q16554	Denver
Q16565	Charlotte
Q16666	Nankin
Q16963	Jiangsu
Q16990	Etna
Q17063	Mayotte
Q17163	Johan Cruyff
Q17189	Pasay
Q17581	aéroport de Sydney
Q18094	Honolulu
Q18232	KAA La Gantoise
Q18346	Cosmologie physique
Q18383	Providence
Q18404	Henri Barbusse
Q18424	Queens
Q18460	Salford City FC
Q18479	Lincoln United F.C.
Q18523	Newport County Association Football Club
Q18802	Eva Simons
Q18996	Premier ministre du pays de Galles
Q19000	drapeau du Texas
Q19008	Arthur Balfour
Q19422	Sergio Canales
Q19446	Blackburn Rovers FC
Q19546	pape
Q19607	Sheffield United FC
Q19770	Sichuan
Q19908	France Culture
Q19916	Tagesthemen
Q20339	Zadorra
Q20733	Georges Duhamel
Q22393	Rhinau
Q23051	Swansea
Q23088	Yorkshire de l'Est
Q23092	Nottinghamshire
Q23095	Yorkshire du Sud
Q23105	Staffordshire
Q23143	Bedfordshire
Q23154	Bristol
Q23159	Dorset
Q23204	Hampshire
Q23298	Kent
Q23352	George Reid
Q23357	Abraham Maslow
Q23436	Édimbourg
Q23482	Marseille
Q23564	Podgorica
Q23628	Les Soprano
Q24139	Arnold Hermann Ludwig Heeren
Q24188	Sega Sports R&D
Q24550	Cleveland
Q24567	Ernst Adalbert von Harrach
Q24682	Sadeq Larijani
Q24826	Liverpool
Q24842	Ulla Jacobsson
Q25113	offensive guard
Q25231	Svalbard
Q25260	Gendun Drub
Q25320	Paul Langevin
Q25826	IBM 704
Q26075	Cyanure d'hydrogène
Q26383	physique atomique
Q27004	Caillette
Q27381	Afrique du Nord
Q27436	Cadillac
Q27460	Dacia
Q27468	Europe de l'Est
Q27597	Fiat
Q27654	histoire de la philosophie
Q27716	grammaire du latin
Q28311	comté de Divide
Q28803	sandwich
Q28865	Python
Q28934	aéroport de Bruxelles
Q29294	Willis Tower
Q29574	Béatrix des Pays-Bas
Q29606	The Stone Roses
Q30755	Auguste Rodin
Q31113	Kuomintang
Q31905	Chevrolet Orlando
Q32414	Radzim Gaudenty
Q32543	Test Icicles
Q32815	mosquée
Q33923	Pierre
Q34101	chitonga
Q34217	Oxford
Q34424	Shakira
Q34433	université d'Oxford
Q34627	synagogue
Q34640	Manche
Q34787	Friedrich Engels
Q34820	Saint-Domingue
Q34943	Claude Ptolémée
Q35546	Montreal Screwjob
Q35610	Arthur Conan Doyle
Q35773	Safari
Q36036	Lviv
Q36091	Minneapolis
Q36192	folklore
Q36200	Zircone
Q36293	histone
Q36433	Porto
Q36479	Le Roi lion
Q36794	porte
Q37093	Yahoo!
Q37172	onde
Q37302	Saint-Esprit
Q37437	syntaxe
Q37463	Pierre Curie
Q37621	Thomas Hobbes
Q37836	Milwaukee
Q38022	Saint-Louis
Q38035	consonne
Q38080	Bullmastiff
Q38283	Yokohama
Q38358	Dobermann
Q38499	Chien de compagnie
Q38796	Terrier tibétain
Q38799	Hamas
Q39121	Leeds
Q39336	Festival international du film de Rome
Q39524	Gamal Abdel Nasser
Q39631	médecin
Q39731	pays baltes
Q39739	Aconcagua
Q40191	Hobart
Q40249	Antalya
