Q31	Βέλγιο
Q239089	Ποδοσφαιρική Ομοσπονδία Λιβύης
Q239606	Γλωσσική πράξη
Q241808	Χάντινγκτον
Q242758	Πατριαρχείο της Βουλγαρίας
Q243133	Παλεστρίνα
Q243427	Αδαλβέρτος της Πράγας
Q243545	Πυρηνική χημεία
Q243558	Ντουραλουμίνιο
Q243652	Ουγγρική Σοβιετική Δημοκρατία
Q244963	Ράμπο: Το Πρώτο Αίμα
Q245265	Η περί θεού Αυταπάτη
Q245970	Κύπελλο Κύπρου
Q250949	Γερουσία της Αριζόνα
Q254371	Papa Roach
Q255105	Ανγκιάν-λε-Μπαιν
Q256507	Βαυαρική Κρατική Βιβλιοθήκη
Q260318	Τζόαν Λέσλι
Q263725	Τζάνετ Γιέλεν
Q264335	Εσθονική Ομοσπονδία Ποδοσφαίρου
Q265868	Οστό
Q269944	Καίτη Γαρμπή
Q270158	Σεμέρου
Q271812	Ducati
Q271878	Τζωρντζ Κάρζων
Q272735	Δέντρο
Q272930	Κοινοβούλιο της Σουηδίας
Q274895	8 Γυναίκες
Q276183	Θεοδικία
Q277787	Βραβείο Ιερουσαλήμ
Q280969	Πλευρική γραμμή
Q281278	Ρωσική σαλάτα
Q281640	Ρούτγκερ Γιαν Σχιμελπένινκ
Q284003	Ουαλίντ Α'
Q294225	Ενρίκε Γκρανάδος
Q295175	Θευδέριχος Γ΄
Q295610	Ουνάι Έμερι
Q295850	Αλφόνσος Γ΄ της Πορτογαλίας
Q299122	Τζεφ Χάνεμαν
Q299938	Χάλφορντ Μακίντερ
Q303347	Βερμούδα
Q309005	Πορτογαλική Ομοσπονδία Ποδοσφαίρου
Q310129	Νίκολας Λίβερπουλ
Q310481	Osram
Q310791	Ζυλ Μισελέ
Q311097	Τζωρτζ Σω
Q311267	Μπόμπι Ντάριν
Q312366	Μπαρτολομέο Αμμαννάτι
Q312553	Νατουράμ Γκόντσε
Q312572	Ούντο Λίντενμπεργκ
Q312950	Λούις Τίφανι
Q313059	Βίλεμ ντε Σίτερ
Q313153	Χάακον Ε΄ της Νορβηγίας
Q313502	Ντίζυ Ριντ
Q316102	Κομπάι Σεγκούντο
Q318462	Έντουαρντ Μπούλβερ-Λύττον
Q318649	Ghost Whisperer
Q318851	Σταντ Λουί Β΄
Q320514	Λάνκαστερ
Q324233	Τορπιλοβόλο
Q326991	Ισπανικές Ένοπλες Δυνάμεις
Q328786	Μοχάμεντ Χουσεΐν Φαντλάλα
Q329659	Αναρχοχριστιανισμός
Q332231	Καταρρίχηση
Q332493	Τζορτζ Όσμπορν
Q332632	Εντουάρντο Ντε Φιλίππο
Q333393	Τζοβάνι ντι Μπίτσι των Μεδίκων
Q334506	Αλαίν Κυνί
Q336806	Ντομένικο Φοντάνα
Q357387	Ομάρ Σι
Q358253	Άλαν Σάντατζ
Q367635	Όττο Στρούβε
Q368037	Γουές Μπέντλεϋ
Q371862	Ζαν-Ζοζέφ ντε Μοντονβίλ
Q372092	Ζίτο
Q378790	Ρικάρντο Φατί
Q379074	Volvo 850
Q379267	Γιώργος Σισιλιάνος
Q380261	Little Walter
Q380345	Άγιος Μαύρος
Q380669	Μασοριτικό κείμενο
Q381215	Mac OS X Snow Leopard
Q381700	Παύλος ντε Γκρέτσια
Q381884	Σεργκέι Λάζαρεφ
Q383179	Ποδοσφαιρική Ομοσπονδία Αφγανιστάν
Q399771	Μολυσίτης
Q407199	Παλαιστινιακές περιοχές
Q411309	Στυπτηρία
Q411822	Τετραοξείδιο του ξένου
Q415329	Τετραμεθυλοσιλάνιο
Q421724	Δικυάνιο
Q421894	Πρωσσικό μπλε
Q424418	Οξείδια του αζώτου
Q425281	Τέμενος του Αλ Ακσά
Q428688	Dodge Challenger
Q437675	Τζέιν Έλεν Χάρισον
Q438820	Αριάν Λαμπέντ
Q443153	Πρώιμη φλαμανδική ζωγραφική
Q447433	Μάνος Χατζιδάκις
Q454925	Νικολάϊ Μπογκολιούμποφ
Q455605	Αλ Κούπερ
Q463632	Honda Accord
Q464458	Ιντ αλ-φιτρ
Q467394	Φαβορίτα (Όπερα)
Q468072	Μαρλέν Αγγελίδου
Q470641	Κάρολος, πρίγκιπας της Βιάνα
Q472427	Θωμάς Παλαιολόγος
Q472710	Εθνικό Καυτανζόγλειο Στάδιο
Q474947	Φινλανδική Ποδοσφαιρική Ομοσπονδία
Q475403	Βερνικές Άλπεις
Q477406	Αντιβασιλέας
Q478381	Ο Βυσσινόκηπος
Q483020	Παρί Σεν Ζερμέν
Q483269	Χυτοσίδηρος
Q483318	Symbian OS
Q483718	Foo Fighters
Q485207	Οργανισμός Συνεργασίας της Σαγκάης
Q487704	Κομητεία Χονολουλού
Q487778	Ανατόλι  Μάλτσεφ
Q493855	δήμος της Αργεπλογκς
Q494744	Fiat 124
Q496036	Πείραμα της Φιλαδέλφειας
Q497035	Ανδρέας Εμπειρίκος
Q497256	Airplane!
Q497777	Α΄ Ισπανική Δημοκρατία
Q500035	Toyota Camry
Q500282	Πρόεδρος της Νιγηρίας
Q502148	Κάμπονγκ Θομ
Q503144	Δήμος Εσκιλστούνα
Q504033	Στοματική και γναθοπροσωπική χειρουργική
Q504922	Έμσερ
Q505929	Kamov Ka-27
Q507517	Ρότσεστερ
Q517873	Αεροδρόμιο του Μπέργκαμο-Όριο αλ Σέριο
Q520504	Βιθέντε Εσπινέλ
Q524193	Ποδοσφαιρική Ομοσπονδία Σομαλίας
Q530309	Κάρκκιλα
Q545449	Πόλεμος στο Ιράκ
Q560583	αγγλική γραμματική
Q564371	φιλοσοφία της εκπαίδευσης
Q565594	Eni
Q576763	Face Dances
Q578833	Lancia Thema
Q581822	Μπάλε
Q584205	Αντιτριαδικοί
Q584279	Υψηλός Άτλας
Q598101	Γερουσία της Γιούτα
Q605479	ανελεύθερη δημοκρατία
Q605761	Αμερικανική Κορδιλιέρα
Q607499	Νοτιοδυτική Περιφέρεια, Καμερούν
Q609052	Focke-Achgelis Fa 223
Q610702	Socket T
Q617375	Χιροσίμα (νομός)
Q618719	Αστερίξ ο Γαλάτης
Q620730	Γλυκίνη
Q622416	Ταχυπλοΐα
Q622592	Ράαχε
Q641712	Ποδοσφαιρική Ομοσπονδία Ισραήλ
Q643352	Πόα
Q643423	Whole Lotta Love
Q644687	εικονογράφος
Q655049	Πίτερ Κόντε
Q655473	Renault Wind
Q659400	Ουίλμινγκτον
Q662514	Αριοδάντης (Χαίντελ)
Q664609	Καραϊβική
Q665487	επισκοπή
Q667488	Ζαν Ντεσαγί
Q671601	Ζαν-Ζοζέφ Ραμπεαριβέλο
Q673103	Ολιβιέ Νταχάν
Q677037	Τελανγκάνα
Q677260	Σίλβιο Ορλάντο
Q679527	Μουσείο Μπόιμανς - φαν Μπέουνινγκεν
Q679576	Μάσιμο Παλοτίνο
Q681025	Πανεπιστήμιο του Μπάφαλο, Πολιτειακό πανεπιστήμιο της Νέας Υόρκης
Q685899	Ποδοσφαιρική Ένωση Σλοβακίας
Q686629	Βικτουάλιενμαρκτ
Q692912	Oτάγκο
Q707830	Αντιπρόεδρος της Δημοκρατίας της Κίνας
Q708492	Σύμβουλος
Q719423	Στήβεν Γκάρντινερ
Q721017	Μαρσέλο Μάττος
Q722749	Ομοσπονδία Ποδοσφαίρου Ουρουγουάης
Q725457	Μουσελίνα
Q732607	Λιθάνθρακας
Q733744	Φιλαδέλφια, Παραγουάη
Q734253	Ηλεκτρονικό επιχειρείν
Q741953	Βενσάν Λαμπάν
Q743521	Σκάρμπορο
Q746174	Κυπριακές Αερογραμμές
Q746990	Βράχμαν
Q748126	Honda NSX
Q748319	Windows NT 3.1
Q749608	BBC Radio 3
Q752470	Φινλανδική Ορθόδοξη Εκκλησία
Q769001	Το Σιδηρούν Προσωπείον
Q778014	Ιβάν Κόλοφ
Q784572	ΦΦ ΝΤΟΣ
Q786873	Υπομονάδα Διασύνδεσης του Μιρ
Q788091	Αυτόνομο Πανεπιστήμιο της Μαδρίτης
Q795588	BBC Radio 5 Live
Q798309	Εμβόλιο BCG
Q816264	θετικές επιστήμες
Q816829	ιστορική περίοδος
Q820887	Πανεπιστήμιο της Φλωρεντίας
Q827550	Βουλή των Αντιπροσώπων του Τέξας
Q829367	Κοινωνιολογία της εκπαίδευσης
Q830369	Cadillac Escalade
Q830370	Honda Prelude
Q830381	Ferrari FXX
Q834333	Ποδοσφαιρική Ομοσπονδία Βολιβίας
Q837314	Εικασία του Κόλατζ
Q838759	Γουέστμινστερ
Q840400	Εξελικτική βιολογία
Q842386	Πρωθυπουργός της Ρωσίας
Q844289	Εκστρατεία στη Σικελία
Q844604	Cross Purposes
Q845924	Αστεροσκοπείο του Πούλκοβο
Q845945	σιντοϊστικό ιερό
Q846086	Μαρλένε Φαβέλα
Q846139	Fiat 128
Q846331	Δυτικό Νταρφούρ
Q849622	Ομόλογα χρωμοσώματα
Q850563	Bubble Guppies
Q853036	Πρόεδρος της Κιργιζίας
Q862508	Τρινιντάντ
Q862559	Πρωθυπουργός της Μαλαισίας
Q871329	Chevrolet Silverado
Q879146	Χριστιανική ομολογία
Q887117	Κυβερνήτης  της Μασαχουσέτης
Q899341	Suicidal Tendencies
Q909076	Γεωργιανές Αερογραμμές
Q911214	The Ultimate Sin
Q911323	Nissan Leaf
Q912247	ΚΚ Παρτιζάν Βελιγραδίου
Q913902	Λογαριασμός Google
Q918044	Βαλένθια ΚΦ Μεστάγια
Q918337	Unicast
Q919871	Μάργιορι ντε Σούσα
Q922318	Χένρι Σόμερσετ, 7ος δούκας του Μπωφόρ
Q932762	Ποδοσφαιρική Ομοσπονδία Νιγηρίας
Q933275	Volvo XC90
Q934470	Σεπτεμβριανά
Q958555	Χάτσινσον
Q959708	Ζιλ Φερρύ
Q965918	Σαρλ Βανέλ
Q971446	BBC Films
Q976386	Σεμπάστιαν Φρανξ
Q985409	Τζάκσον
Q985445	Σιικαγιόκι
Q1043104	Charlie Hebdo
Q1044136	Πρόεδρος του Τατζικιστάν
Q1046645	Κυβερνείο Πρωτεύουσας
Q1057292	Κοζάκοι του Ντον
Q1058975	Yorkfield
Q1059176	Μεχντί Αμπέιντ
Q1061437	Διεθνές Αεροδρόμιο Μίντγουέι
Q1066689	ανθρώπινη επικοινωνία
Q1091086	Η 3η Μαΐου 1808
Q1105893	Καζβίν
Q1122760	Empire
Q1131605	Αλεξάνδρειο Μέλαθρο
Q1135709	Chevrolet Corvette C3
Q1137305	Alfa Romeo MiTo
Q1139271	Δυναμό Μόσχας
Q1140829	Ταταρική Αυτόνομη Σοβιετική Σοσιαλιστική Δημοκρατία
Q1142887	Εν Ψυχρώ
Q1144576	Τέμενος Κιουτσούκ Αγιασοφιά
Q1185557	Δύναμη επαναφοράς
Q1193625	κοινωνική έρευνα
Q1209571	Πρόεδρος των Φιλιππίνων
Q1214091	Η σονάτα του Κρόιτσερ
Q1218731	Η Φαλακρή Τραγουδίστρια
Q1229005	BMW E39
Q1246562	Κοινοβούλιο του Κοσόβου
Q1248654	Ταλιανική διάλεκτος
Q1293767	Γεώργιος Μεταλληνός
Q1297894	Κομητεία της Ριβαγόρθα
Q1306518	Ινιάτσιο Γκαρντέλα
Q1331998	Μάρμαϊτ
Q1348665	Τίλμαν φαν Γκάμερεν
Q1362106	Μάικλ Μπάλκον
Q1384874	Δημαρχείο της Μινεάπολη
Q1394779	Nissan NV200
Q1414262	τρίο για πιάνο
Q1425428	Νιούκασλ
Q1465915	Nissan Navara
Q1515355	Η δολοφονία της Σύλβια Λάικεν
Q1533908	Fiat 124 Spider
Q1539609	Γερουσία του Βέρμοντ
Q1544834	Κεντάκι
Q1567050	Πανεπιστήμιο Χατσεττέπε
Q1572088	Υδραλογόνα
Q1632591	Shoo-Be-Doo-Be-Doo-Da-Day
Q1638793	BBC HD
Q1641497	ΤΤΤ Ρίγας
Q1656624	Ιδάλιον
Q1766280	Σουηδική Εγκυκλοπαίδεια
Q1818020	Πανεπιστήμιο Λίβερπουλ Χόουπ
Q2082037	Ταϊτιανή Ομοσπονδία Ποδοσφαίρου
Q2121062	The Weeknd
Q2166096	θεωρητική φιλοσοφία
Q2269859	Γερουσία του Όρεγκον
Q2346838	Μητροπολιτικός Δήμος Πόλης του Γιοχάνεσμπουργκ
Q2348310	Πρωθυπουργός της Ροδεσίας
Q2350996	Γουέμπστερ
Q2386529	Υπουργός Εξωτερικών της Φινλανδίας
Q2415901	Υπό Συμμαχική Κατοχή Γερμανία
Q2447966	Ντμίτρι Ναμπόκοφ
Q2451751	κλιμακοστάσιο
Q2537887	Οι Δύο Βαβυλώνες
Q2614622	Winter Is Coming
Q2623376	Αλφόνσο της Καρθαγένης
Q2625960	Αντιπρόεδρος της Νιγηρίας
Q2631643	Σαουθάμπτον
Q2665089	Κοινοβούλιο του Πακιστάν
Q2834460	Αλέξιος Αλεξέγιεβιτς Μπελέβσκυ-Ζουκόβσκυ
Q2915563	Πολιτιστικός φεμινισμός
Q3020722	Death Grips
Q3052639	Πάπυρος του Βερολίνου
Q3069684	Ferrari LaFerrari
Q3181422	Βικιπαίδεια στα Κανάντα
Q3238443	Φιλοφεμινισμός
Q3295515	The Beatles
Q3302436	Ραλφ Στάνλεϊ
Q3351313	Ολιβιέ Ραμπουρντέν
Q3356874	Ορέστης Λάσκος
Q3409203	Πρόεδρος της Ελληνικής Δημοκρατίας
Q3556668	Γεώργιος Λασσάνης
Q3662906	αντιτορπιλικό κλάσης Acheron
Q3919641	IOS 5
Q79	Αίγυπτος
Q4227174	Τίμο Κοϊβουσάλο
Q4283840	Πρόεδρος της Αρμενίας
Q4345530	Βόρειος Ιταλία
Q4610556	μοντέλο
Q4704926	BBC News Online
Q4803535	Mario
Q4834844	BBC Μάντσεστερ
Q4834938	BBC Records
Q4868296	γραμματοσειρά
Q4964182	φιλόσοφος
Q5256775	Πρόεδρος του Καζακστάν
Q5449541	Υπουργός Οικονομικών της Δανίας
Q5589335	Κυβέρνηση της Βικτόρια
Q5635863	ανοιγμα λογαριασμου
Q6317024	Υπουργός Δικαιοσύνης της Δανίας
Q7099650	Orange Is the New Black
Q7248527	Προγκρές-Μ
Q7426870	Σάτια Ναντέλα
Q7855290	Τουρκική Στρατιωτική Ακαδημία
Q6625963	μυθιστοριογράφος
Q12969145	Πρόεδρος της Αργεντινής
Q13218302	Nissan 300ZX
Q13360264	πίτα
Q14784066	Πρόεδρος της Κένυα
Q16150196	Λαϊκή Δημοκρατία του Ντονέτσκ
Q16836347	Π.Α.Ο. Ατρόμητος Πειραιώς
Q16927616	Google Brain
Q17765809	Γ΄ Ελληνική Δημοκρατία
Q18328086	Μαξ & Σρεντ
Q18336315	Ίαν
Q22	Σκωτία
Q32	Λουξεμβούργο
Q40	Αυστρία
Q46	Ευρώπη
Q52	Βικιπαίδεια
Q65	Λος Άντζελες
Q76	Μπαράκ Ομπάμα
Q78	Βασιλεία
Q85	Κάιρο
Q111	Άρης
Q117	Γκάνα
Q150	Γαλλικά
Q219	Βουλγαρία
Q230	Γεωργία
Q239	Βρυξέλλες
Q243	Πύργος του Άιφελ
Q289	Τηλεόραση
Q338	κοσμολογία
Q350	Κέιμπριτζ
Q365	Κολωνία
Q420	βιολογία
Q423	Βόρεια Κορέα
Q457	Πουασί
Q461	Internet Archive
Q503	Μπανάνα
Q517	Ναπολέων Α΄ της Γαλλίας
Q529	Λουί Παστέρ
Q543	λογοκρισία
Q557	Πάττι Σμιθ
Q563	Μπριγκίτ Φονταίν
Q582	Βιλερμπάν
Q652	Ιταλικά
Q658	νάτριο
Q708	μόλυβδος
Q711	Μογγολία
Q730	Σουρινάμ
Q733	Παραγουάη
Q756	φυτό
Q759	Νιου Χάμσαϊρ
Q782	Χαβάη
Q790	Αϊτή
Q794	Ιράν
Q829	Γιούτα
Q833	Μαλαισία
Q834	Καντόνι του Βαλαί
Q846	Κατάρ
Q884	Νότια Κορέα
Q958	Νότιο Σουδάν
Q965	Μπουρκίνα Φάσο
Q971	Δημοκρατία του Κονγκό
Q980	Βαυαρία
Q986	Ερυθραία
Q1019	Μαδαγασκάρη
Q1028	Μαρόκο
Q1030	Ναμίμπια
Q1047	Τζαβαχαρλάλ Νεχρού
Q1050	Σουαζιλάνδη
Q1085	Πράγα
Q1090	άργυρος
Q1096	κασσίτερος
Q1137	Λωρραίνη
Q1158	Παγκόσμια Ομοσπονδία Κλασικού Αθλητισμού
Q1188	Μαντία Πραντές
Q1191	Μαχαράστρα
Q1199	Έσση
Q1200	Ρηνανία-Παλατινάτο
Q1206	Σαξωνία-Άνχαλτ
Q1218	Ιερουσαλήμ
Q1286	Άλπεις
Q1352	Τσεννάι
Q1391	Μέριλαντ
Q1438	Καμπανία Ιταλίας
Q1454	Βόρεια Καρολίνα
Q1460	Σικελία
Q1462	Σαρδηνία
Q1509	Τενεσί
Q1519	Άμπου Ντάμπι
Q1523	Ραμσής Β΄
Q1558	Κάνσας
Q1566	Καπνός
Q1761	Δουβλίνο
Q1768	Έλλα Φιτζέραλντ
Q1963	Χαρτούμ
Q1974	Βρετανική Κολομβία
Q2044	Φλωρεντία
Q2306	Pink Floyd
Q2409	υδροχλωρικό οξύ
Q2449	Μογκαντίσου
Q2643	Τζωρτζ Χάρισον
Q2743	Μιούζικαλ
Q2811	Υποβρύχιο
Q2831	Μάικλ Τζάκσον
Q2868	Λίμα
Q2907	Σούκρε
Q2977	καθεδρικός ναός
Q3041	Μαγνητόσφαιρα Δία
Q3200	Σάλτσγκιτερ
Q3306	Πόλη του Παναμά
Q3348	3ο Δημοτικό Διαμέρισμα της Λιόν
Q3519	Μπάρι
Q3542	Νίγηρας ποταμός
Q3572	Τύνιδα
Q3579	Τρίπολη
Q3711	Βελιγράδι
Q3724	Γουέστ Τζάβα
Q3783	Αμαζόνιος
Q3840	Φέλμπερτ
Q3859	Κιγκάλι
Q3861	Ντόχα
Q3911	Αλβέρτος Β΄ του Βελγίου
Q3921	Χαράρε
Q3960	Αυστραλία
Q4213	Τηλεσκόπιο
Q4295	Πέτρος Αβελάρδος
Q4864	Γιεβγκένι Κασπέρσκι
Q5046	Windows 8
Q5090	Ρύζι
Q5207	Κράι Σταυρούπολης
Q5284	Μπιλ Γκέιτς
Q5294	DVD
Q5432	Φρανθίσκο Γκόγια
Q5444	Πιέτρο Μεννέα
Q5446	Δημοκρατία της Μαρί Ελ
Q5505	Βικτόρια
Q5638	Λεωφορείο
Q5669	Σάντρο Μποττιτσέλλι
Q5720	Βαλένθιανική κοινότητα
Q5764	Μπουχάρα
Q5785	Νησιά Καϋμάν
Q5806	Μέκκα
Q5830	Airbus A380
Q5838	Καμπούλ
Q5885	Ταμιλικά
Q5950	Τζέιμς Μπράουν
Q6084	NCIS: Los Angeles
Q6425	Boeing 777
Q6484	Airbus A350 XWB
Q7094	Βιοχημεία
Q7159	Αφρικανική Ένωση
Q7170	Σαλλούστιος
Q7314	Ιγκόρ Στραβίνσκι
Q7405	Δυναστεία Σουί
Q7779	Κοινοπολιτεία Ανεξάρτητων Κρατών
Q7817	Παγκόσμιος Οργανισμός Υγείας
