sentence,prediction,gold,is_same,is_single_word
[CLS] îles des Saintes is a [MASK] [MASK] [MASK] [MASK] [MASK] . [SEP] [PAD] [PAD] [PAD],group of islands,archipelago | archipelago | archipelagos | island group | islands | archipelago | archipelagos | island group | islands | group of islands | island group | islands,True,False
[CLS] Smash is a [MASK] [MASK] [MASK] [MASK] . [SEP] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD],thermoscopic,album | album | audio album | music album | record album | album | audio album | music album | record album,False,True
[CLS] Cutias is a [MASK] [MASK] [MASK] [MASK] [MASK] . [SEP] [PAD] [PAD] [PAD] [PAD] [PAD],inflammation,municipality of Brazil | municipality of Brazil | município do Brasil | municipality of Brazil | município do Brasil,False,False
[CLS] Songs of Patience is a [MASK] [MASK] [MASK] . [SEP] [PAD] [PAD] [PAD] [PAD],film,album | album | audio album | music album | record album | album | audio album | music album | record album,False,True
[CLS] Bustan Sbeih is a [MASK] [MASK] [MASK] [MASK] [MASK] . [SEP] [PAD] [PAD],Bustan Sbeih,village | small town | village | small town | village,False,True
[CLS] Rostiviec Formation is a [MASK] [MASK] [MASK] [MASK] [MASK] . [SEP] [PAD] [PAD] [PAD],sedimentary sediment,formation | formation | geologic formation | geological formation | formation | geologic formation | geological formation,False,True
[CLS] Telia Gaon is a [MASK] [MASK] [MASK] [MASK] . [SEP] [PAD] [PAD] [PAD] [PAD] [PAD],singer,village | small town | village | village in India | village of India | small town | village,False,True
[CLS] Grants Pass Airport is a [MASK] [MASK] [MASK] [MASK] [MASK] . [SEP] [PAD] [PAD] [PAD],airport in Grants Pass,airport | air port | airport | airports | air port | airport | airports,False,True
[CLS] CACNA2D4 is a [MASK] [MASK] [MASK] [MASK] [MASK] . [SEP] [PAD],catalytic nucleotide,protein | protein | proteins | protein | proteins | gene | genes,False,True
[CLS] Cherry Pie is a [MASK] [MASK] [MASK] [MASK] [MASK] . [SEP] [PAD] [PAD] [PAD] [PAD] [PAD],band,album | album | audio album | music album | record album | album | audio album | music album | record album,False,True
[CLS] Blästrad levande is a [MASK] [MASK] [MASK] [MASK] [MASK] . [SEP] [PAD],film,live album | concert album | live album | concert album | live album,False,False
[CLS] Palette of 12 Secret Colors is a [MASK] [MASK] [MASK] [MASK] [MASK] . [SEP],short short short short short,manga | Japanese comics | manga | Japanese comics | manga | manga series,False,True
[CLS] Mackellar Glacier is a [MASK] [MASK] [MASK] . [SEP] [PAD] [PAD] [PAD] [PAD] [PAD],glacier,glacier | glacier | glacier,True,False
[CLS] Belfaux is a [MASK] [MASK] [MASK] . [SEP] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD],commune,municipality of Switzerland | commune | communes of Switzerland | comune | municipality of Switzerland | politische Gemeinde | commune | communes of Switzerland | comune | municipality of Switzerland | politische Gemeinde,True,False
[CLS] Miller ' s is a [MASK] [MASK] . [SEP] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD],small town,ghost town | abandoned city | abandoned town | abandoned village | extinct town | ghost town | abandoned city | abandoned town | abandoned village | extinct town | ghost town,False,False
[CLS] The Conversion of Sum Loo is a [MASK] [MASK] [MASK] [MASK] [MASK] . [SEP],film of the same name,short story | short story | tale | short story | tale,False,False
[CLS] Belberaud is a [MASK] [MASK] [MASK] . [SEP] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD],commune in France,commune of France | commune | commune ( France ) | commune of France | commune | commune ( France ) | commune of France,False,False
[CLS] Clans is a [MASK] [MASK] [MASK] [MASK] [MASK] . [SEP] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD],thermodynamic,commune of France | commune | commune ( France ) | commune of France | commune | commune ( France ) | commune of France,False,False
[CLS] Dampierre - sur - Salon is a [MASK] [MASK] [MASK] . [SEP] [PAD] [PAD] [PAD] [PAD],commune,commune of France | commune | commune ( France ) | commune of France | commune | commune ( France ) | commune of France,True,False
[CLS] Nozay is a [MASK] [MASK] [MASK] . [SEP] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD],commune in France,commune of France | commune | commune ( France ) | commune of France | commune | commune ( France ) | commune of France,False,False
[CLS] Labastide - de - Lévis is a [MASK] [MASK] [MASK] . [SEP] [PAD] [PAD],commune,commune of France | commune | commune ( France ) | commune of France | commune | commune ( France ) | commune of France,True,False
[CLS] Soucé is a [MASK] [MASK] [MASK] [MASK] [MASK] . [SEP] [PAD] [PAD] [PAD] [PAD] [PAD],commune in France,commune of France | commune | commune ( France ) | commune of France | commune | commune ( France ) | commune of France,False,False
[CLS] Baidiyam is a [MASK] [MASK] [MASK] [MASK] . [SEP] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD],municipality,commune of Mauritania | commune of Mauritania | commune of Mauritania,False,False
[CLS] Cerro Bayo Complex is a [MASK] [MASK] [MASK] [MASK] [MASK] . [SEP] [PAD] [PAD] [PAD] [PAD],stadium stadium,volcano | volcano | volcano,False,False
[CLS] Bussac - sur - Charente is a [MASK] [MASK] [MASK] . [SEP] [PAD] [PAD] [PAD],commune,commune of France | commune | commune ( France ) | commune of France | commune | commune ( France ) | commune of France,True,False
[CLS] Unchained Spirit is a [MASK] [MASK] [MASK] [MASK] [MASK] . [SEP] [PAD] [PAD] [PAD] [PAD],film Unchained Spirit,album | album | audio album | music album | record album | album | audio album | music album | record album,False,True
[CLS] Oscar in Paris is a [MASK] [MASK] [MASK] [MASK] [MASK] . [SEP] [PAD] [PAD] [PAD] [PAD] [PAD],film,live album | concert album | live album | concert album | live album,False,False
[CLS] Tongluo Station is a [MASK] [MASK] [MASK] [MASK] [MASK] . [SEP] [PAD] [PAD] [PAD] [PAD],station,railway station | rail station | rail stop | railroad station | railway station | railway stop | train station | rail station | rail stop | railroad station | railway station | railway stop | train station,False,False
[CLS] Lipova is a [MASK] [MASK] [MASK] [MASK] [MASK] . [SEP] [PAD] [PAD] [PAD] [PAD] [PAD],village in the Czech Republic,commune of Romania | commune ( Romania ) | commune of Romania | commune ( Romania ) | commune of Romania,False,False
[CLS] Căiuți is a [MASK] [MASK] [MASK] [MASK] . [SEP] [PAD] [PAD] [PAD] [PAD] [PAD],. a,commune of Romania | commune ( Romania ) | commune of Romania | commune ( Romania ) | commune of Romania,False,False
[CLS] Gunton is a [MASK] [MASK] [MASK] [MASK] [MASK] . [SEP] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD],. S,family name | family name | last name | surname | family name | last name | surname,False,False
[CLS] Back to the Future : The Pinball is a [MASK] [MASK] . [SEP] [PAD] [PAD] [PAD],game,pinball | pinball | pinball machine | pinball | pinball machine | game | video game | video games | videogame | videogames,True,False
[CLS] Llaneuddog is a [MASK] [MASK] [MASK] [MASK] [MASK] . [SEP] [PAD] [PAD] [PAD] [PAD],village in the United Kingdom,village | small town | village | small town | village,False,True
[CLS] Good Time Jazz Records is a [MASK] [MASK] [MASK] [MASK] . [SEP] [PAD] [PAD] [PAD],Good Time Jazz Records,record label | imprint | label | music label | record label | imprint | label | music label | record label,False,False
[CLS] Nintendo Campus Challenge 1991 is a [MASK] [MASK] [MASK] . [SEP] [PAD] [PAD] [PAD] [PAD],Nintendo Campus Challenge,video game | game | video game | video games | videogame | videogames | game | video game | video games | videogame | videogames | e - sport competition | esport competition | esports competition,False,False
[CLS] Rediu is a [MASK] [MASK] [MASK] [MASK] . [SEP] [PAD] [PAD] [PAD] [PAD] [PAD],village in Romania,commune of Romania | commune ( Romania ) | commune of Romania | commune ( Romania ) | commune of Romania,False,False
[CLS] Români is a [MASK] [MASK] . [SEP] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD],Român,commune of Romania | commune ( Romania ) | commune of Romania | commune ( Romania ) | commune of Romania,False,False
[CLS] Thurayur is a [MASK] [MASK] [MASK] [MASK] [MASK] . [SEP] [PAD] [PAD] [PAD],Mughal waterfall,village | small town | village | village in India | village of India | small town | village,False,True
[CLS] Las Alturas is a [MASK] [MASK] [MASK] [MASK] . [SEP] [PAD] [PAD] [PAD] [PAD],municipality,mountain range | Oceanic range | hill range | mountain barrier | mountain belt | mountain range | mountain system | Oceanic range | hill range | mountain barrier | mountain belt | mountain range | mountain system,False,False
[CLS] Macaco Branco River is a [MASK] [MASK] [MASK] [MASK] [MASK] . [SEP] [PAD] [PAD],river,river | river | rivers | river | rivers,True,True
[CLS] Dixter Halt railway station is a [MASK] [MASK] . [SEP] [PAD] [PAD] [PAD],railway station,railway station | rail station | rail stop | railroad station | railway station | railway stop | train station | rail station | rail stop | railroad station | railway station | railway stop | train station,True,False
[CLS] Baoji South railway station is a [MASK] [MASK] . [SEP] [PAD] [PAD] [PAD] [PAD],railway station,railway station | rail station | rail stop | railroad station | railway station | railway stop | train station | rail station | rail stop | railroad station | railway station | railway stop | train station,True,False
[CLS] Air discography is a [MASK] [MASK] . [SEP] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD],discography,discography | audio recording lists | discographies | discography | lists of audio recordings | lists of sound recordings | sound recording lists | audio recording lists | discographies | discography | lists of audio recordings | lists of sound recordings | sound recording lists,True,False
[CLS] Ugly Noise is a [MASK] [MASK] [MASK] . [SEP] [PAD] [PAD] [PAD] [PAD] [PAD],hardcore punk band,album | album | audio album | music album | record album | album | audio album | music album | record album,False,True
[CLS] Iquê River is a [MASK] . [SEP] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD],river,river | river | rivers | river | rivers,True,True
[CLS] Traful River is a [MASK] [MASK] [MASK] [MASK] [MASK] . [SEP] [PAD] [PAD] [PAD],tributary of the Traful,river | river | rivers | river | rivers | brook | creek | river | stream | water movement | watercourse,False,True
[CLS] dual is a [MASK] [MASK] [MASK] . [SEP] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD],convergent,grammatical number | grammatical number | number | grammatical number | number,False,False
[CLS] Ratho Station is a [MASK] [MASK] [MASK] . [SEP] [PAD] [PAD] [PAD] [PAD] [PAD],station,suburb | suburb | suburban area | urban district | community | human communities | human community | human settlement | human settlements | inhabited place | populated place | populated places | settlement | settlements | suburb | suburban area | urban district,False,True
[CLS] Pickließem is a [MASK] [MASK] [MASK] . [SEP] [PAD] [PAD] [PAD] [PAD] [PAD],U . S,municipality of Germany | Gemeinde | Municipalities of Germany | municipality of Germany | Gemeinde | Municipalities of Germany | municipality of Germany,False,False
[CLS] Striegistal is a [MASK] [MASK] [MASK] [MASK] [MASK] . [SEP] [PAD] [PAD],football club,municipality of Germany | Gemeinde | Municipalities of Germany | municipality of Germany | Gemeinde | Municipalities of Germany | municipality of Germany,False,False
[CLS] The Bellamy Brothers discography is a [MASK] [MASK] . [SEP] [PAD] [PAD] [PAD] [PAD],discography,discography | audio recording lists | discographies | discography | lists of audio recordings | lists of sound recordings | sound recording lists | audio recording lists | discographies | discography | lists of audio recordings | lists of sound recordings | sound recording lists,True,False
[CLS] Fuenlabrada is a [MASK] [MASK] [MASK] [MASK] [MASK] . [SEP] [PAD] [PAD],municipality in Castile and León,municipality of Spain | municipality of Spain | municipio de España | municipality of Spain | municipio de España,False,False
[CLS] Soul Provider is a [MASK] [MASK] [MASK] [MASK] [MASK] . [SEP] [PAD] [PAD],band,album | album | audio album | music album | record album | album | audio album | music album | record album,False,True
[CLS] Mohammed bin Awad bin Laden is a [MASK] [MASK] [MASK] . [SEP] [PAD] [PAD] [PAD] [PAD],Bahrein,billionaire | billionaire | homosapiens | human | human being | humankind | people | person | billionaire,False,False
[CLS] Crandola Valsassina is a [MASK] [MASK] [MASK] [MASK] . [SEP] [PAD] [PAD] [PAD],comune,comune of Italy | Comune | Italian commune | Italian communes | comune | comune of Italy | comunes | Comune | Italian commune | Italian communes | comune | comune of Italy | comunes,True,False
[CLS] Salt Flat is a [MASK] [MASK] . [SEP] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD],coal coal,ghost town | abandoned city | abandoned town | abandoned village | extinct town | ghost town | abandoned city | abandoned town | abandoned village | extinct town | ghost town | unincorporated community | unincorporated community of the United States of America | unincorporated place | unincorporated place of the United States | unincorporated settlement | unincorporated settlement of the United States | unincorporated village | unincorporated village of the United States,False,False
[CLS] Christmas Creek Airport is a [MASK] [MASK] [MASK] [MASK] [MASK] . [SEP] [PAD] [PAD] [PAD] [PAD] [PAD],small town,airport | air port | airport | airports | air port | airport | airports,False,True
[CLS] Natsui Station is a [MASK] . [SEP] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD],station,railway station | rail station | rail stop | railroad station | railway station | railway stop | train station | rail station | rail stop | railroad station | railway station | railway stop | train station,False,False
[CLS] Vyking is a [MASK] [MASK] [MASK] [MASK] . [SEP] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD],Slavonic municipality,superhero | professional hero | super hero | super heroine | super - hero | super - heroine | superhero | superheroine | professional hero | super hero | super heroine | super - hero | super - heroine | superhero | superheroine | comic character | comics character,False,False
[CLS] Gotanno Station is a [MASK] . [SEP] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD],station,railway station | rail station | rail stop | railroad station | railway station | railway stop | train station | rail station | rail stop | railroad station | railway station | railway stop | train station,False,False
[CLS] Sixty Metonymies is a [MASK] [MASK] [MASK] [MASK] [MASK] . [SEP] [PAD] [PAD] [PAD],film,album | album | audio album | music album | record album | album | audio album | music album | record album,False,True
[CLS] Birkoor is a [MASK] [MASK] [MASK] [MASK] [MASK] . [SEP] [PAD] [PAD] [PAD] [PAD] [PAD],village in the Czech Republic,village | small town | village | village in India | village of India | small town | village,False,True
