Q2	পৃথিবী
Q2606645	শিবগঞ্জ উপজেলা
Q2607426	ভক্তিসিদ্ধান্ত সরস্বতী
Q2617520	ষ্টীল গিটার
Q2621452	চার্লস হকেট
Q2630337	আদি ইবনে হাতিম
Q2630855	ডন পাওয়েল
Q2635466	পাকিস্তান-ভারত সীমান্ত
Q2637089	বাংলা ও মুর্শিদাবাদের নবাবগণ
Q2643590	উই লাভ ইউ
Q2665089	পাকিস্তানের সংসদ
Q2678730	কালা
Q2705098	তারেনতো
Q2710782	ইয়াহু! মিউজিক
Q2717803	পাপনাসাম
Q2720784	শোরানুর
Q2721505	অমল পালেকর
Q2721919	সুখদেব থাপার
Q2722764	বেতার ব্যক্তিত্ব
Q2722933	সুনিধি চৌহান
Q2723448	কাজী হুসেন আহমেদ
Q2723854	পঙ্কজ উদাস
Q2724236	চিঁড়া
Q2725442	আদর্শগত নীতিশাস্ত্র
Q2725579	মুখেদ
Q2727213	চৌর্যবৃত্তি
Q2732142	পরিসংখ্যানবিদ
Q2732276	চোখের বিবর্তন
Q2735540	যৌন আসক্তি
Q2736112	ইস্টউড
Q2736992	সুমাইয়া বিনতে খাইয়াত
Q2737220	ভাইকম মোহম্মদ বশীর
Q2738607	মিকেল ট্রাফোর্ড
Q2738917	বিক্রম ভট্ট
Q2741398	পরিবেশ দর্শন
Q2741540	গরসেইনন
Q2745300	বড়ে গুলাম আলী খান
Q2762100	উত্তর নিকোসিয়া
Q2766547	এস- হারটজেনবস্ক
Q2767834	মদন লাল
Q2775236	সমষ্টি উন্নয়ন ব্লক
Q2789096	তেভেশ্যাম
Q2829497	আলাইপায়ুথে
Q2834192	ডার্ক ফিউনারাল
Q2841189	কলাপাতা ভাত
Q2849617	মালয়শীয় ইংরেজি
Q2860157	আর্চি জ্যাকসন
Q2865819	অপেরা গায়ক
Q2878974	তাত্ত্বিক কম্পিউটার বিজ্ঞান
Q2901773	বিধানচন্দ্র রায়
Q2910873	শারীরস্থান পরিভাষা
Q2918079	ফালুদা
Q2920762	এক হি ভুল
Q2920921	ব্যবস্থাপনা
Q2920963	স্ট্যু
Q2946372	মালি গৃহযুদ্ধ
Q2964004	বক্ষিক অস্ত্রোপচার
Q2975655	ক্লার্ক কিম্বার্লিং
Q2980937	সোলান জেলা
Q2985082	জব চার্নক
Q2985860	সুরমা নদী
Q2991162	অস্ট্রেলিয়া সরকার
Q2998816	হিন্দুধর্মে গৌতম বুদ্ধ
Q3017175	অ্যাপল ২
Q3025733	ধুল
Q3030613	পুরু চাকতি
Q3031575	কামিনে
Q3051553	কুলফি
Q3052772	এমানুয়েল মাক্রোঁ
Q3054309	ইংলিশ ভিংলিশ
Q3055126	পতঙ্গবিশারদ
Q3063232	মঙ্গল গ্রহের পৃথিবীকরণ
Q3071387	জানে ভি দো ইয়ারো
Q3072260	ফিল্টার
Q3085094	ক্যালকাটা ট্রামওয়েজ কোম্পানি
Q3099714	জাস্টিন ট্রুডো
Q3109117	মাইকেল অ্যাথারটন
Q3111510	ন্যাশনাল এডুকেশন অ্যাসোসিয়েশন
Q3114762	যুদ্ধ জাহাজ
Q3115598	এম. এস. বিশ্বনাথন
Q3123330	ইউসুফ এস্টেস
Q3125978	বালি, ইন্দোনেশিয়া
Q3127089	হনুমান
Q3129354	শন ক্যারল
Q3133606	উম্মুল কুরা বিশ্ববিদ্যালয়
Q3136554	প্রভাস
Q3154110	সোডিয়াম আয়ন
Q3154342	ইরফান হাবিব
Q3163288	জয়কণ্ঠন
Q3181422	কন্নড় উইকিপিডিয়া
Q3236324	রাফি উল-দারজাত
Q3241565	কাষ্ঠভূমি
Q3241714	মাওলানা মুহাম্মদ আলি
Q3241743	সারে জহাঁ সে অচ্ছা
Q3242115	বিপ্লবী
Q3249625	ওয়াহিদ মুরাদ
Q3253281	পুকুর
Q3272480	Llanpumsaint
Q3275551	আন্নামালাই বিশ্ববিদ্যালয়
Q3281534	আধুনিক ইতিহাস
Q3281665	ম্যালকম আর্থার স্মিথ
Q3282637	চলচ্চিত্র প্রযোজক
Q3295867	দ্য কোকা-কোলা কোম্পানি
Q3301436	হাসান তাহসিনি
Q3315094	হাঙ্গেরির প্রধানমন্ত্রী
Q3321142	ক্লারা ক্যাম্পোয়ামর
Q3345031	আক্কিনেনি নাগার্জুনা
Q3346041	তানভীর মোকাম্মেল
Q3346285	মুকুল রায়
Q3347358	কাদম্বিনী গঙ্গোপাধ্যায়
Q3348646	আবুল হাসান আলী আল হাসানী আন নাদভী
Q3348675	ভারতীয় কুমেরু কর্মসূচি
Q3348726	নীল আকাশের নীচে
Q3348778	আন্তর্জাতিক কলকাতা পুস্তকমেলা
Q3348933	মেডিক্যাল কলেজ ও হাসপাতাল, কলকাতা
Q3349270	উদ্বোধন
Q3349761	বিশ্ব সিরিজ ক্রিকেট
Q3349817	দেবশ্রী রায়
Q3350377	একুশে পদক
Q3350636	নাগরিক
Q3350783	পান্তা ভাত
Q3351160	রাহুল দেব বর্মণ
Q3387717	নির্দেশক
Q3404556	পন্টিক্লুন
Q3413642	রুদালি
Q3413655	রাম লখন
Q3413682	তক্ষক
Q3417248	সারাংশ
Q3418011	রজনীগন্ধা
Q3418130	সঙ্গমম
Q3420017	আঁধি
Q3429091	আড্ডানকি
Q3429458	মিন্নালে
Q3429912	নারসান্যাপেটা, নারসান্যাপেটা
Q3441496	রোনাল্ড নিউবোল্ড ব্রেসওয়েল
Q3455803	পরিচালক
Q3462542	কেরল বিধানসভা
Q3473343	ওরু কাল অরু কান্নাড়ি
Q3473364	নিথানে এন পনভাসান্থাম
Q3473399	থুপ্পাক্কি
Q3473428	ভেলায়ধাম
Q3481124	শাদ আলি
Q3503829	সুন্দর পিচাই
Q3505860	সোয়েক
Q3519797	কন্নদাসন
Q3519929	বোম্বে জয়শ্রী
Q3520472	রাই লক্ষ্মী
Q3520949	ন্যাশনাল সিকিউরিটি গার্ড
Q3521531	এস. এস. রাজামৌলি
Q3527789	অম্বর রায়
Q3530950	দেবীকুলাম
Q3531556	আর্থার মিল্টন
Q3532499	মালিন্দা ওয়ার্নাপুরা
Q3533862	কুন্নাকুডি বৈদ্যনাথন
Q3536082	আলেবটং জেলা
Q3536924	বিশ্ব থুলাসি
Q3569290	উইন্ডোজ ৮.১
Q3572804	বিশ্বরূপম
Q3591972	বর্ণনামূলক নীতিশাস্ত্র
Q3595155	পট্টি শ্রীরামুলু
Q3595191	অভিরামী
Q3595289	ডোমলুর
Q3595379	শেখ আবুবকর আহমদ
Q3595411	আলাথুর, আলাথুর
Q3595531	শরৎ বাবু
Q3596097	টমেটো সস্
Q3606845	কৃষি বিজ্ঞান
Q3621491	প্রত্নতত্ত্ববিদ
Q3624078	সার্বভৌম রাষ্ট্র
Q3630679	অরুণ কাম্বলে
Q3631316	পাঞ্জাবী বিশ্ববিদ্যালয়
Q3632682	প্রকৌশল মহাবিদ্যালয়, পুণে
Q3633440	কাকা হাথরাসি
Q3633967	হায়দ্রাবাদ ডেকান রেলওয়ে স্টেশন
Q3634426	রুমালি রুটি
Q3661908	ইস্তানবুল বিমানবন্দর
Q3665646	বাস্কেটবল খেলোয়াড়
Q3695900	শূকরচর্ম
Q3696225	মুহাম্মদ কাসেম নানুতুবি
Q3765256	দশরধি
Q3766013	ডোকুড়ু
Q3791575	ইবনে শিহাব আল-জুহুরি
Q3796889	ডিজিটাল ভিডিও
Q3857269	মিগুয়েল জোন্স
Q3883318	বিদার লোকসভা কেন্দ্র
Q3919641	আইওএস ৫
Q3959831	শ্রুতি শর্মা
Q3972943	প্রকাশনা
Q4016589	লুইসিয়ানা ভুডু
Q4027615	কম্পিউটার বিজ্ঞান
Q4037050	ড্যাস রেসিস্ট
Q4115538	খালিদ ইয়াসিন
Q4115712	কুনাস
Q4116214	হিসাব বিজ্ঞান
Q4120845	আইসাক নিউটন আর্ণল্ড
Q4182927	স্টক ব্রোকার
Q4200577	ইয়াহিয়া পেত্রা
Q4216280	আমার জুতো টা জাপানি
Q4220892	চলচ্চিত্র সমালচক
Q4220917	চলচ্চিত্র পুরস্কার
Q4283840	আর্মেনিয়ার রাষ্ট্রপতি
Q4298962	মো চু
Q4314874	জাতীয় নিরাপত্তা গোয়েন্দা
Q4351267	লাঙটাঙ রাষ্ট্রীয় নিকুঞ্জ
Q4366834	আন্তঃসীমান্ত নদী
Q4377230	গ্রিসের প্রধানমন্ত্রী
Q4394526	আন্তর্জাতিক আইন
Q4404583	বুলগেরিয়ার প্রধানমন্ত্রী
Q4443199	স্টোনি লিটলটন লং ব্যারৌ
Q4446564	সুরমা-মেঘনা নদী ব্যবস্থা
Q4489396	ব্যবস্থাপনা হিসাববিজ্ঞান
Q4594605	ম্যাজিস্ট্রেট
Q4610556	মডেল
Q4620674	যৌন অঙ্গ
Q4624799	কোকড়াঝাড় গণহত্যাকাণ্ড ২০১২
Q4661514	আমরা
Q4667407	আভিলাসা
Q4701384	আক্কিথম অচুথম নাম্বুথিরি
Q4701812	অক্ষয়কুমার বড়াল
Q4730963	আয়িশা
Q4739805	সাদা তেল
