fact,label,sentence,langs,number of langs
"('Q224', 'P530', 'Q183')","('Croatia', '[X] maintains diplomatic relations with [Y] .', 'Germany')","('[CLS] la Croatie entretient des relations diplomatiques avec le [MASK] [MASK] . [SEP] [PAD] [PAD] [PAD] [PAD]', 'Kosovo')",['mbert_base__fr'],1
"('Q214', 'P47', 'Q213')","('Slovakia', '[X] shares border with [Y] .', 'Czech Republic')","('[CLS] Slofákíà pa ààlà [UNK] [MASK] [MASK] [MASK] [MASK] [MASK] . [SEP] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD]', '[UNK]')",['mbert_base__yo'],1
"('Q204626', 'P159', 'Q1490')","('Hitotsubashi University', 'The headquarter of [X] is in [Y] .', 'Tokyo')","('[CLS] 히토쓰바시 대학의 본사는 [MASK] 에 있다 . [SEP] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD]', '도쿄')",['mbert_base__ko'],1
"('Q3310364', 'P103', 'Q150')","('Michel Mitrani', 'The native language of [X] is [Y] .', 'French')","('[CLS] De moedertaal van Michel Mitrani is [MASK] [MASK] [MASK] [MASK] . [SEP] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD]', 'Frans')",['mbert_base__nl'],1
"('Q2199171', 'P413', 'Q193592')","('Matthieu Bemba', '[X] plays in [Y] position .', 'midfielder')","('[CLS] Matthieu Bemba juega en la posición de [MASK] [MASK] [MASK] [MASK] [MASK] . [SEP] [PAD] [PAD]', 'centrocampista')",['mbert_base__es'],1
"('Q4698371', 'P1001', 'Q30')","(""Air route authority between the United States and the People's Republic of China"", '[X] is a legal term in [Y] .', 'United States of America')","(""[CLS] Air route authority between the United States and the People ' s Republic of China is a legal term in [MASK] [MASK] [MASK] . [SEP] [PAD] [PAD]"", 'the United States')",['init_confidence_iter_confidence_reprob'],1
"('Q52638', 'P31', 'Q747074')","('Pietrapertosa', '[X] is a [Y] .', 'comune of Italy')","('[CLS] Pietrapertosa is a [MASK] [MASK] [MASK] [MASK] [MASK] . [SEP] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD]', 'comune')",['init_confidence_iter_confidence_reprob'],1
"('Q2087458', 'P103', 'Q150')","('Adolphe de Leuven', 'The native language of [X] is [Y] .', 'French')","('[CLS] The native language of Adolphe de Leuven is [MASK] [MASK] [MASK] . [SEP] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD]', 'French')",['init_confidence_iter_confidence_reprob'],1
"('Q4309509', 'P103', 'Q7737')","('Oksana Mysina', 'The native language of [X] is [Y] .', 'Russian')","('[CLS] De moedertaal van Oksana Anatolevna Misina is [MASK] . [SEP] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD]', 'Russisch')",['mbert_base__nl'],1
"('Q33', 'P530', 'Q408')","('Finland', '[X] maintains diplomatic relations with [Y] .', 'Australia')","('[CLS] Finland maintains diplomatic relations with [MASK] [MASK] [MASK] . [SEP] [PAD] [PAD] [PAD] [PAD] [PAD]', 'the United States')",['init_confidence_iter_confidence_reprob'],1
"('Q1141946', 'P178', 'Q14428')","('Final Fight', '[X] is developed by [Y] .', 'Capcom')","('[CLS] Final Fight est développé par [MASK] [MASK] [MASK] [MASK] . [SEP] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD]', 'Capcom')",['mbert_base__fr'],1
"('Q238101', 'P159', 'Q36091')","('University of Minnesota', 'The headquarter of [X] is in [Y] .', 'Minneapolis')","('[CLS] The headquarter of University of Minnesota is in [MASK] [MASK] [MASK] . [SEP] [PAD] [PAD] [PAD] [PAD] [PAD]', 'Minneapolis , Minnesota')",['init_confidence_iter_confidence_reprob'],1
"('Q29863', 'P138', 'Q1754')","('Stockholm Bromma Airport', '[X] is named after [Y] .', 'Stockholm')","('[CLS] Стокгольм - Бромма назван в честь [MASK] [MASK] [MASK] [MASK] [MASK] . [SEP] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD]', 'Стокгольма')",['mbert_base__ru'],1
"('Q570342', 'P279', 'Q127995')","('Extremely high frequency', '[X] is a subclass of [Y] .', 'microwave')","('[CLS] το EHF είναι υποκατηγορία της [MASK] . [SEP] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD]', 'EHF')",['mbert_base__el'],1
"('Q17107555', 'P1001', 'Q677037')","('Government of Telangana', '[X] is a legal term in [Y] .', 'Telangana')","('[CLS] Government of Telangana is a legal term in [MASK] [MASK] [MASK] . [SEP] [PAD] [PAD] [PAD] [PAD]', 'Telangana')",['init_confidence_iter_confidence_reprob'],1
"('Q3892544', 'P27', 'Q212')","('Konstantin Efetov', '[X] is [Y] citizen .', 'Ukraine')","('[CLS] Konstantin Efetov es ciudadano de [MASK] [MASK] . [SEP] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD]', 'Rusia')",['mbert_base__es'],1
"('Q1688634', 'P413', 'Q2304909')","('Evgeny Katichev', '[X] plays in [Y] position .', 'defenceman')","('[CLS] Катичев , Евгений Алексеевич играет на позиции [MASK] [MASK] . [SEP] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD]', 'защитника')",['mbert_base__ru'],1
"('Q210944', 'P413', 'Q193592')","('Tiago Mendes', '[X] plays in [Y] position .', 'midfielder')","('[CLS] 蒂 亚 戈 · 门 德 斯 的 场 上 位 置 是 [MASK] [MASK] 。 [SEP] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD]', '中 场')",['mbert_base__zh'],1
"('Q381277', 'P1412', 'Q652')","('Renato Guttuso', '[X] used to communicate in [Y] .', 'Italian')","('[CLS] Renato Guttuso hablaba [MASK] [MASK] [MASK] [MASK] . [SEP] [PAD] [PAD] [PAD] [PAD]', 'italiano')",['mbert_base__es'],1
"('Q1379919', 'P1412', 'Q652')","('Francesco De Martino', '[X] used to communicate in [Y] .', 'Italian')","('[CLS] Francesco De Martino hablaba [MASK] . [SEP] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD]', 'italiano')",['mbert_base__es'],1
"('Q157615', 'P1412', 'Q7737')","('Andrey Vlasov', '[X] used to communicate in [Y] .', 'Russian')","('[CLS] 安 德 烈 · 弗 拉 索 夫 的 语 言 是 [MASK] [MASK] [MASK] [MASK] [MASK] [MASK] [MASK] 。 [SEP] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD]', '俄 语')",['mbert_base__zh'],1
"('Q851', 'P530', 'Q986')","('Saudi Arabia', '[X] maintains diplomatic relations with [Y] .', 'Eritrea')","('[CLS] Sáúdí Arábíà ní [UNK] tí kò fàyègba ìjà [UNK] [MASK] . [SEP] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD]', '[UNK]')",['mbert_base__yo'],1
"('Q368071', 'P20', 'Q220')","('Valentino Bucchi', '[X] died in [Y] .', 'Rome')","('[CLS] Valentino Bucchi est décédé à [MASK] [MASK] [MASK] [MASK] [MASK] . [SEP] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD]', 'Rome')",['mbert_base__fr'],1
"('Q638202', 'P176', 'Q339794')","('Accuracy International Arctic Warfare', '[X] is produced by [Y] .', 'Accuracy International')","('[CLS] 精 密 國 際 AW 狙 擊 步 槍 的 生 产 商 是 [MASK] [MASK] [MASK] [MASK] 。 [SEP] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD]', '精 密 國 際')",['mbert_base__zh'],1
"('Q4932100', 'P27', 'Q30')","('Bob Colacello', '[X] is [Y] citizen .', 'United States of America')","('[CLS] Bob Colacello is [MASK] [MASK] [MASK] [MASK] citizen . [SEP] [PAD] [PAD] [PAD]', 'U . S .')",['init_confidence_iter_confidence_reprob'],1
"('Q649', 'P190', 'Q64')","('Moscow', '[X] and [Y] are twin cities .', 'Berlin')","('[CLS] Moscow and [MASK] [MASK] [MASK] [MASK] [MASK] are twin cities . [SEP] [PAD]', 'Krasnoyarsk')",['init_confidence_iter_confidence_reprob'],1
"('Q1142161', 'P276', 'Q8678')","('2016 Summer Paralympics', '[X] is located in [Y] .', 'Rio de Janeiro')","('[CLS] Juegos Paralímpicos de Río de Janeiro 2016 està localizado en [MASK] [MASK] [MASK] [MASK] [MASK] . [SEP]', 'Rio de Janeiro')",['mbert_base__es'],1
"('Q6537108', 'P138', 'Q3124100')","('Lewis Thomas Prize', '[X] is named after [Y] .', 'Lewis Thomas')","('[CLS] Lewis Thomas Prize is named after [MASK] [MASK] . [SEP] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD]', 'Lewis Thomas')",['init_confidence_iter_confidence_reprob'],1
"('Q3071512', 'P31', 'Q1115575')","('Caton-with-Littledale', '[X] is a [Y] .', 'civil parish')","('[CLS] Caton - with - Littledale is a [MASK] [MASK] . [SEP] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD]', 'civil parish')",['init_confidence_iter_confidence_reprob'],1
"('Q193317', 'P131', 'Q213')","('Pardubice Region', '[X] is located in [Y] .', 'Czech Republic')","('[CLS] Pardubice est située en [MASK] [MASK] . [SEP] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD]', 'République tchèque')",['mbert_base__fr'],1
"('Q3110741', 'P449', 'Q13974')","('Goodyear Theatre', '[X] was originally aired on [Y] .', 'NBC')","('[CLS] Goodyear Theatre was originally aired on [MASK] [MASK] [MASK] . [SEP] [PAD] [PAD] [PAD] [PAD] [PAD]', 'NBC')",['init_confidence_iter_confidence_reprob'],1
"('Q7730203', 'P449', 'Q13974')","('The Dinah Shore Chevy Show', '[X] was originally aired on [Y] .', 'NBC')","('[CLS] The Dinah Shore Chevy Show was originally aired on [MASK] [MASK] [MASK] [MASK] [MASK] . [SEP]', 'NBC')",['init_confidence_iter_confidence_reprob'],1
"('Q4877813', 'P495', 'Q30')","('Beautiful Soul', '[X] was created in [Y] .', 'United States of America')","('[CLS] Beautiful Soul was created in [MASK] [MASK] [MASK] . [SEP] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD]', 'U . S')",['init_confidence_iter_confidence_reprob'],1
"('Q17989750', 'P364', 'Q7918')","('Bulgarian Rhapsody', 'The original language of [X] is [Y] .', 'Bulgarian')","('[CLS] שפת המקור של רפסודיה בולגרית היא [MASK] [MASK] [MASK] [MASK] [MASK] [MASK] [MASK] . [SEP] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD]', 'בולגרית')",['mbert_base__he'],1
"('Q483318', 'P178', 'Q1418')","('Symbian', '[X] is developed by [Y] .', 'Nokia')","('[CLS] Symbian [MASK] [MASK] [MASK] tarafından geliştirildi . [SEP] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD]', 'Symbian')",['mbert_base__tr'],1
"('Q4880030', 'P364', 'Q1860')","('Beer in the Snooker Club', 'The original language of [X] is [Y] .', 'English')","('[CLS] The original language of Beer in the Snooker Club is [MASK] [MASK] [MASK] [MASK] [MASK] . [SEP] [PAD] [PAD] [PAD] [PAD]', 'English')",['init_confidence_iter_confidence_reprob'],1
"('Q222151', 'P413', 'Q193592')","('João Moutinho', '[X] plays in [Y] position .', 'midfielder')","('[CLS] 若 昂 · 穆 蒂 尼 奥 的 场 上 位 置 是 [MASK] [MASK] [MASK] [MASK] [MASK] [MASK] [MASK] [MASK] [MASK] 。 [SEP] [PAD] [PAD] [PAD] [PAD] [PAD]', '中 场')",['mbert_base__zh'],1
"('Q3037608', 'P407', 'Q150')","('Double je', '[X] was written in [Y] .', 'French')","('[CLS] Double je was written in [MASK] [MASK] [MASK] . [SEP] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD]', 'French')",['init_confidence_iter_confidence_reprob'],1
"('Q477171', 'P31', 'Q532')","('Kozluk', '[X] is a [Y] .', 'village')","('[CLS] Kozluk là một [MASK] [MASK] [MASK] [MASK] [MASK] [MASK] [MASK] [MASK] . [SEP] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD]', 'làng')",['mbert_base__vi'],1
"('Q127885', 'P103', 'Q9299')","('Serbs', 'The native language of [X] is [Y] .', 'Serbian')","('[CLS] La langue maternelle de Serbes est [MASK] [MASK] [MASK] [MASK] . [SEP] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD]', 'serbe')",['mbert_base__fr'],1
"('Q432219', 'P20', 'Q649')","('Vera Gornostayeva', '[X] died in [Y] .', 'Moscow')","('[CLS] Vera Gornostaïeva est décédée à [MASK] . [SEP] [PAD] [PAD] [PAD] [PAD]', 'Moscou')",['mbert_base__fr'],1
"('Q7966272', 'P106', 'Q2405480')","('Walter Tetley', '[X] is a [Y] by profession .', 'voice actor')","('[CLS] Walter Tetley es un [MASK] [MASK] [MASK] [MASK] [MASK] de profesiòn . [SEP] [PAD]', 'actor')",['mbert_base__es'],1
"('Q2305986', 'P364', 'Q1860')","('Opposite Sex', 'The original language of [X] is [Y] .', 'English')","('[CLS] The original language of Opposite Sex is [MASK] [MASK] [MASK] . [SEP] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD]', 'English')",['init_confidence_iter_confidence_reprob'],1
"('Q12792', 'P31', 'Q6465')","('Vaucluse', '[X] is a [Y] .', 'department of France')","('[CLS] Vaucluse là một [MASK] . [SEP] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD]', 'tỉnh')",['mbert_base__vi'],1
"('Q1173', 'P17', 'Q142')","('Burgundy', '[X] is located in [Y] .', 'France')","('[CLS] Bourgogne nằm ở [MASK] [MASK] [MASK] [MASK] [MASK] [MASK] [MASK] [MASK] [MASK] . [SEP] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD]', 'Pháp')",['mbert_base__vi'],1
"('Q55', 'P47', 'Q183')","('Netherlands', '[X] shares border with [Y] .', 'Germany')","('[CLS] Нидерланды граничит с [MASK] [MASK] . [SEP] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD]', 'Германией')",['mbert_base__ru'],1
"('Q1275184', 'P176', 'Q568501')","('EMD GP9', '[X] is produced by [Y] .', 'Electro-Motive Diesel')","('[CLS] EMD GP9 is produced by [MASK] [MASK] . [SEP] [PAD] [PAD] [PAD] [PAD]', 'EMD')",['init_confidence_iter_confidence_reprob'],1
"('Q3806292', 'P413', 'Q193592')","('Jake Taylor', '[X] plays in [Y] position .', 'midfielder')","('[CLS] 傑 克 · 泰 勒 的 场 上 位 置 是 [MASK] [MASK] 。 [SEP] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD]', '中 场')",['mbert_base__zh'],1
"('Q15977397', 'P276', 'Q1026301')","('2014 Latakia offensive', '[X] is located in [Y] .', 'Kesab')","('[CLS] bataille de Kessab est située en [MASK] [MASK] [MASK] . [SEP] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD]', 'Kessab')",['mbert_base__fr'],1
"('Q2085926', 'P19', 'Q90')","('Léon Riesener', '[X] was born in [Y] .', 'Paris')","('[CLS] Léon Riesener est né à [MASK] [MASK] [MASK] . [SEP] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD]', 'Paris')",['mbert_base__fr'],1
"('Q1550202', 'P176', 'Q20165')","('Nissan Civilian', '[X] is produced by [Y] .', 'Nissan')","('[CLS] 日 產 Civilian 的 生 产 商 是 [MASK] [MASK] [MASK] [MASK] [MASK] [MASK] [MASK] [MASK] 。 [SEP] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD]', '日 產')",['mbert_base__zh'],1
"('Q7064114', 'P1001', 'Q1952')","('Nova Scotia Council', '[X] is a legal term in [Y] .', 'Nova Scotia')","('[CLS] Nova Scotia Council is a legal term in [MASK] [MASK] . [SEP] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD]', 'Nova Scotia')",['init_confidence_iter_confidence_reprob'],1
"('Q76511', 'P937', 'Q64')","('Wilhelm Schuppe', '[X] used to work in [Y] .', 'Berlin')","('[CLS] Wilhelm Schuppe used to work in [MASK] [MASK] [MASK] [MASK] [MASK] . [SEP] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD]', 'Berlin')",['init_confidence_iter_confidence_reprob'],1
"('Q2916481', 'P31', 'Q1115575')","('Horndean', '[X] is a [Y] .', 'civil parish')","('[CLS] Horndean is een [MASK] [MASK] [MASK] [MASK] [MASK] . [SEP] [PAD] [PAD] [PAD]', 'plaats')",['mbert_base__nl'],1
"('Q1141294', 'P1412', 'Q652')","('Nino Martini', '[X] used to communicate in [Y] .', 'Italian')","('[CLS] Nino Martini hablaba [MASK] [MASK] [MASK] . [SEP] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD]', 'italiano')",['mbert_base__es'],1
"('Q10627079', 'P407', 'Q7737')","('Pavlov', '[X] was written in [Y] .', 'Russian')","('[CLS] Pavlov is geschreven in [MASK] [MASK] [MASK] [MASK] [MASK] . [SEP] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD]', 'Russisch')",['mbert_base__nl'],1
"('Q4346906', 'P1001', 'Q34')","('Lord High Constable of Sweden', '[X] is a legal term in [Y] .', 'Sweden')","('[CLS] Lord High Constable of Sweden is a legal term in [MASK] [MASK] [MASK] [MASK] . [SEP] [PAD] [PAD] [PAD]', 'Sweden')",['init_confidence_iter_confidence_reprob'],1
"('Q3391213', 'P495', 'Q30')","('The Mercury Program', '[X] was created in [Y] .', 'United States of America')","('[CLS] The Mercury Program was created in [MASK] [MASK] [MASK] . [SEP] [PAD] [PAD] [PAD] [PAD]', 'U . S')",['init_confidence_iter_confidence_reprob'],1
"('Q717', 'P37', 'Q1321')","('Venezuela', 'The official language of [X] is [Y] .', 'Spanish')","('[CLS] De officiële taal van Venezuela is [MASK] [MASK] [MASK] [MASK] [MASK] . [SEP] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD]', 'Spaans')",['mbert_base__nl'],1
"('Q4387286', 'P279', 'Q177105')","('radial glial cell', '[X] is a subclass of [Y] .', 'glia')","('[CLS] Célula glial radial es una subclase de [MASK] [MASK] [MASK] [MASK] [MASK] . [SEP] [PAD] [PAD] [PAD] [PAD] [PAD]', 'célula glial')",['mbert_base__es'],1
"('Q1436948', 'P176', 'Q44294')","('Ford P7', '[X] is produced by [Y] .', 'Ford Motor Company')","('[CLS] Ford P7 is produced by [MASK] . [SEP] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD]', 'Ford')",['init_confidence_iter_confidence_reprob'],1
"('Q3096597', 'P127', 'Q504114')","('Guelph Central Station', '[X] is owned by [Y] .', 'Guelph')","('[CLS] Guelph Central Station is owned by [MASK] [MASK] [MASK] . [SEP] [PAD] [PAD] [PAD]', 'Guelph')",['init_confidence_iter_confidence_reprob'],1
"('Q4506142', 'P1303', 'Q11405')","('Eugenia Zukerman', '[X] plays [Y] .', 'flute')","('[CLS] Eugenia Zukerman toca la [MASK] [MASK] . [SEP] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD]', 'flauta')",['mbert_base__es'],1
"('Q795328', 'P413', 'Q193592')","('Yanic Wildschut', '[X] plays in [Y] position .', 'midfielder')","('[CLS] 雅 尼 克 · 維 爾 德 舒 特 的 场 上 位 置 是 [MASK] [MASK] 。 [SEP] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD]', '中 场')",['mbert_base__zh'],1
"('Q1249210', 'P103', 'Q150')","('Edmond de Goncourt', 'The native language of [X] is [Y] .', 'French')","('[CLS] The native language of Edmond de Goncourt is [MASK] [MASK] [MASK] [MASK] . [SEP] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD]', 'French')",['init_confidence_iter_confidence_reprob'],1
"('Q215', 'P463', 'Q1065')","('Slovenia', '[X] is a member of [Y] .', 'United Nations')","('[CLS] Sloféníà [UNK] [UNK] [UNK] [MASK] . [SEP] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD]', '[UNK]')",['mbert_base__yo'],1
"('Q209989', 'P1412', 'Q1860')","('Hubert Humphrey', '[X] used to communicate in [Y] .', 'English')","('[CLS] 休 伯 特 · 汉 弗 莱 的 语 言 是 [MASK] [MASK] [MASK] [MASK] [MASK] [MASK] [MASK] [MASK] [MASK] [MASK] 。 [SEP] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD]', '英 语')",['mbert_base__zh'],1
"('Q2289557', 'P407', 'Q1860')","('Disillusion', '[X] was written in [Y] .', 'English')","('[CLS] Disillusion is geschreven in [MASK] [MASK] [MASK] [MASK] [MASK] . [SEP] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD]', 'Engels')",['mbert_base__nl'],1
"('Q748092', 'P37', 'Q1412')","('Kirkkonummi', 'The official language of [X] is [Y] .', 'Finnish')","('[CLS] The official language of Kirkkonummi is [MASK] . [SEP] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD]', 'Finnish')",['init_confidence_iter_confidence_reprob'],1
"('Q986722', 'P37', 'Q1412')","('Kannonkoski', 'The official language of [X] is [Y] .', 'Finnish')","('[CLS] The official language of Kannonkoski is [MASK] [MASK] [MASK] . [SEP] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD]', 'Finnish')",['init_confidence_iter_confidence_reprob'],1
"('Q953', 'P530', 'Q1033')","('Zambia', '[X] maintains diplomatic relations with [Y] .', 'Nigeria')","('[CLS] Sámbíà ní [UNK] tí kò fàyègba ìjà [UNK] [MASK] [MASK] [MASK] [MASK] [MASK] [MASK] [MASK] [MASK] [MASK] . [SEP] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD]', '[UNK]')",['mbert_base__yo'],1
"('Q5640283', 'P364', 'Q1321')","('The Christ of the Lanterns', 'The original language of [X] is [Y] .', 'Spanish')","('[CLS] El idioma original de El Cristo de los Faroles es [MASK] [MASK] [MASK] . [SEP] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD]', 'español')",['mbert_base__es'],1
"('Q3870', 'P1376', 'Q114')","('Nairobi', '[X] is the capital of [Y] .', 'Kenya')","('[CLS] Nairobi est la capitale du [MASK] [MASK] [MASK] [MASK] [MASK] . [SEP] [PAD] [PAD] [PAD]', 'Kenya')",['mbert_base__fr'],1
"('Q7243', 'P103', 'Q7737')","('Leo Tolstoy', 'The native language of [X] is [Y] .', 'Russian')","('[CLS] La langue maternelle de Léon Tolstoï est [MASK] . [SEP] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD]', 'russe')",['mbert_base__fr'],1
"('Q487351', 'P495', 'Q30')","('Anathallo', '[X] was created in [Y] .', 'United States of America')","('[CLS] Anathallo was created in [MASK] [MASK] [MASK] . [SEP] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD]', 'U . S')",['init_confidence_iter_confidence_reprob'],1
"('Q1588', 'P17', 'Q30')","('Louisiana', '[X] is located in [Y] .', 'United States of America')","('[CLS] 루이지애나주는 [MASK] [MASK] [MASK] [MASK] [MASK] [MASK] 에 있다 . [SEP] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD]', '미국')",['mbert_base__ko'],1
"('Q3131', 'P31', 'Q6465')","('Alpes-de-Haute-Provence', '[X] is a [Y] .', 'department of France')","('[CLS] Alpes - de - Haute - Provence là một [MASK] . [SEP] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD]', 'tỉnh')",['mbert_base__vi'],1
"('Q311237', 'P176', 'Q705706')","('Walther PP', '[X] is produced by [Y] .', 'Carl Walther GmbH')","('[CLS] Walther PP [MASK] [MASK] [MASK] [MASK] [MASK] tarafından üretilir . [SEP] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD]', 'Walther')",['mbert_base__tr'],1
